genus,species,subspecies,variant,photo
Eucalyptus,spathulata,,,C3
Hakea,spathulata,,,C3
Hakea,spathulata,,,C3
Moraea,spathulata,,,C3
Ocotea,spathulata,,,C3
Ocotea,spathulata,,,C3
Ocotea,spathulata,,,C3
Sloanea,spathulata,,,C3
Solidago,spathulata,,neomexicana,C3
Solidago,spathulata,,,C3
Stylobasium,spathulatum,,,C3
Potamogeton,spathulatus,,,C3
Celosia,spathulifolia,,,C3
Celosia,spathulifolia,,,C3
Celosia,spathulifolia,,,C3
Alstonia,spatulata,,,C3
Drosera,spatulata,,,C3
Cecropia,spec,,,C3
Gynura,spec,,,C3
Sequoiadendron,spec.,,,C3
Taraxacum,species,,,C3
Anemone,speciosa,,,C3
Anemone,speciosa,,,C3
Anemone,speciosa,,,C3
Argyreia,speciosa,,,C3
Attalea,speciosa,,,C3
Banksia,speciosa,,,C3
Brassaiopsis,speciosa,,,C3
Browallia,speciosa,,,C3
Calyptranthes,speciosa,,,C3
Capparis,speciosa,,,C3
Catalpa,speciosa,,,C3
Catalpa,speciosa,,,C3
Catalpa,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Ceiba,speciosa,,,C3
Chaenomeles,speciosa,,,C3
Chorisia,speciosa,,,C3
Clarkia,speciosa,,,C3
Deplanchea,speciosa,,,C3
Dryandra,speciosa,,,C3
Elizabetha,speciosa,,,C3
Elizabetha,speciosa,,,C3
Elizabetha,speciosa,,,C3
Erigeron,speciosa,,,C3
Erigeron,speciosa,,,C3
Erigeron,speciosa,,,C3
Erigeron,speciosa,,,C3
Eulalia,speciosa,,,C3
Eulalia,speciosa,,,C3
Faurea,speciosa,,,C3
Galeopsis,speciosa,,,C3
Galeopsis,speciosa,,,C3
Galeopsis,speciosa,,,C3
Galeopsis,speciosa,,,C3
GALEOPSIS,SPECIOSA,,,C3
Garcinia,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Grevillea,speciosa,,,C3
Guettarda,speciosa,,,C3
Guettarda,speciosa,,,C3
Guettarda,speciosa,,,C3
Guettarda,speciosa,,,C3
Gustavia,speciosa,,,C3
Hancornia,speciosa,,,C3
Kotschya,speciosa,,,C3
Lagerstroemia,speciosa,,,C3
Larix,speciosa,,,C3
Luehea,speciosa,,,C3
Mabea,speciosa,,,C3
Mirbelia,speciosa,,,C3
Mitragyna,speciosa,,,C3
Mollia,speciosa,,,C3
Oenothera,speciosa,,,C3
Orbignya,speciosa,,,C3
Parkia,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Phlox,speciosa,,,C3
Pouteria,speciosa,,,C3
Protea,speciosa,,,C3
Protea,speciosa,,,C3
Protea,speciosa,,,C3
Prunus,speciosa,,,C3
Ryania,speciosa,,,C3
Ryania,speciosa,,,C3
Ryania,speciosa,,,C3
Solidago,speciosa,,,C3
Solidago,speciosa,,,C3
Solidago,speciosa,,,C3
Solidago,speciosa,,,C3
Stipa,speciosa,,,C3
Stipa,speciosa,,,C3
Stipa,speciosa,,,C3
Telekia,speciosa,,,C3
Telekia,speciosa,,,C3
Tilia,speciosa,,,C3
Vataireopsis,speciosa,,,C3
Taraxacum,speciosiflorum,,,C3
Montezuma,speciosissima,,,C3
Telekia,speciosissima,,,C3
Telopea,speciosissima,,,C3
Acrostichum,speciosum,,,C3
Acrostichum,speciosum,,,C3
Leptospermum,speciosum,,,C3
Leptospermum,speciosum,,,C3
Leptospermum,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Recordoxylon,speciosum,,,C3
Theobroma,speciosum,,,C3
Theobroma,speciosum,,,C3
Theobroma,speciosum,,,C3
Trichomanes,speciosum,,,C3
Tropaeolum,speciosum,,,C3
Verbascum,speciosum,,,C3
Bolusanthus,speciosus,,,C3
Cheilocostus,speciosus,,,C3
Costus,speciosus,,,C3
Costus,speciosus,,,C3
Costus,speciosus,,,C3
Dianthus,speciosus,,,C3
Dianthus,speciosus,,,C3
Dianthus,speciosus,,,C3
Dianthus,speciosus,,,C3
Erigeron,speciosus,,,C3
Erigeron,speciosus,,,C3
Calophyllum,spectabile,,,C3
Desmodium,spectabile,,,C3
Dorycnium,spectabile,,,C3
Dorycnium,spectabile,,,C3
Gastrolobium,spectabile,,,C3
Limonium,spectabile,,,C3
Limonium,spectabile,,,C3
Taraxacum,spectabile,,,C3
Taraxacum,spectabile,,,C3
Taraxacum,spectabile,,,C3
TARAXACUM,SPECTABILE,,,C3
Taraxacum,spectabilia,,,C3
Abies,spectabilis,,,C3
Abies,spectabilis,,,C3
Acacia,spectabilis,,,C3
Aglaia,spectabilis,,,C3
Apalochlamys,spectabilis,,,C3
Astronia,spectabilis,,,C3
Bonamia,spectabilis,,,C3
Bougainvillea,spectabilis,,,C3
Bougainvillea,spectabilis,,,C3
Bougainvillea,spectabilis,,,C3
Bougainvillea,spectabilis,,,C3
Bougainvillea,spectabilis,,,C3
Bowenia,spectabilis,,,C3
Cassia,spectabilis,,,C3
Crotalaria,spectabilis,,,C3
Crotalaria,spectabilis,,,C3
Demosthenesia,spectabilis,,,C3
Dicentra,spectabilis,,,C3
Endertia,spectabilis,,,C3
Erica,spectabilis,,,C3
Eriolaena,spectabilis,,,C3
Gastonia,spectabilis,,,C3
Gonystylus,spectabilis,,,C3
Inga,spectabilis,,,C3
Jubaea,spectabilis,,,C3
Lotus,spectabilis,,,C3
Malus,spectabilis,,,C3
Orbignya,spectabilis,,,C3
Polygala,spectabilis,,,C3
Ravenia,spectabilis,,,C3
Rubus,spectabilis,,,C3
Rubus,spectabilis,,,C3
Rubus,spectabilis,,,C3
Rubus,spectabilis,,,C3
RUBUS,SPECTABILIS,,,C3
Senna,spectabilis,,,C3
Senna,spectabilis,,,C3
Tecoma,spectabilis,,,C3
Unonopsis,spectabilis,,,C3
Eucalyptus,spectatrix,,,C3
Primula,specuicola,,,C3
Primula,specuicola,,,C3
Primula,specuicola,,,C3
Rubus,speculatus,,,C3
Legousia,speculum-veneris,,,C3
Solanum,spegazzinii,,,C3
Aegilops,spelta,,,C3
Aegilops,spelta,,,C3
Triticum,spelta,,,C3
Aegilops,speltoides,,,C3
Nuphar,spennerianum,,,C3
Schiedea,spergulina,,,C3
Hesperolinon,spergulinum,,,C3
Eleocharis,sphacelata,,,C3
Eleocharis,sphacelata,,,C3
Grevillea,sphacelata,,,C3
Grevillea,sphacelata,,,C3
Scleria,sphacelata,,,C3
Scleria,sphacelata,,,C3
Pterocaulon,sphacelatum,,,C3
Pterocaulon,sphacelatum,,,C3
Pterocaulon,sphacelatum,,,C3
Crataegus,sphaenophylla,,,C3
Schisandra,sphaerandra,,,C3
Elaeocarpus,sphaericus,,,C3
Lathyrus,sphaericus,,,C3
Aporosa,sphaeritophora,,,C3
Hypericum,sphaero,,,C3
Hypericum,sphaero,,,C3
Rhododendron,sphaeroblastum,,,C3
Actinodaphne,sphaerocarpa,,,C3
Banksia,sphaerocarpa,,,C3
Crotalaria,sphaerocarpa,,,C3
Eucalyptus,sphaerocarpa,,,C3
Indigofera,sphaerocarpa,,,C3
Ludwigia,sphaerocarpa,,,C3
Mollia,sphaerocarpa,,,C3
Nitraria,sphaerocarpa,,,C3
Nitraria,sphaerocarpa,,,C3
Nitraria,sphaerocarpa,,,C3
Ozoroa,sphaerocarpa,,,C3
Prunus,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Retama,sphaerocarpa,,,C3
Dichanthelium,sphaerocarpon,,,C3
Dichanthelium,sphaerocarpon,,,C3
Comesperma,sphaerocarpum,,,C3
Gloeospermum,sphaerocarpum,,,C3
Leptospermum,sphaerocarpum,,,C3
Juncus,sphaerocarpus,,,C3
Juncus,sphaerocarpus,,,C3
Artemisia,sphaerocephala,,,C3
Artemisia,sphaerocephala,,,C3
Artemisia,sphaerocephala,,,C3
Artemisia,sphaerocephala,,,C3
Erica,sphaerocephala,,,C3
Allium,sphaerocephalon,,,C3
Allium,sphaerocephalon,,,C3
Allium,sphaerocephalon,,,C3
Allium,sphaerocephalon,,,C3
ALLIUM,SPHAEROCEPHALON,,,C3
Allium,sphaerocephalum,,,C3
Hieracium,sphaerocephalum,,,C3
Acamptopappus,sphaerocephalus,,,C3
Acamptopappus,sphaerocephalus,,,C3
Acamptopappus,sphaerocephalus,,,C3
Acamptopappus,sphaerocephalus,,,C3
Acamptopappus,sphaerocephalus,,,C3
Echinops,sphaerocephalus,,,C3
Echinops,sphaerocephalus,,,C3
Gymnoschoenus,sphaerocephalus,,,C3
Gymnoschoenus,sphaerocephalus,,,C3
Rhamnus,sphaerosperma,,,C3
Dactylorhiza,sphagnicola,,,C3
Ophrys,sphegodes,,,C3
Ophrys,sphegodes,,,C3
Ophrys,sphegodes,,,C3
Ophrys,sphegodes,,,C3
OPHRYS,SPHEGODES,,,C3
Schisandra,sphenanthera,,,C3
Schisandra,sphenanthera,,,C3
Reseda,sphenocleoides,,,C3
Taraxacum,sphenolobum,,,C3
Ficus,sphenophylla,,,C3
Ficus,sphenophylla,,,C3
Polygala,sphenoptera,,,C3
Heracleum,sphondylium,,,C3
Heracleum,sphondylium,,,C3
Heracleum,sphondylium,,,C3
Heracleum,sphondylium,,,C3
Heracleum,sphondylium,,,C3
HERACLEUM,SPHONDYLIUM,,,C3
Poa,sphondylodes,,,C3
Poa,sphondylodes,,,C3
Blechnum,spicant,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
Actaea,spicata,,,C3
ACTAEA,SPICATA,,,C3
Amelanchier,spicata,,,C3
Amelanchier,spicata,,,C3
Amelanchier,spicata,,,C3
Amelanchier,spicata,,,C3
Byrsonima,spicata,,,C3
Campanula,spicata,,,C3
Carex,spicata,,,C3
Carex,spicata,,,C3
Carex,spicata,,,C3
Carex,spicata,,,C3
Carex,spicata,,,C3
CAREX,SPICATA,,,C3
Cussonia,spicata,,,C3
Cussonia,spicata,,,C3
Cussonia,spicata,,,C3
Cussonia,spicata,,,C3
Danthonia,spicata,,,C3
Engelhardia,spicata,,,C3
Engelhardia,spicata,,,C3
Engelhardia,spicata,,,C3
Engelhardtia,spicata,,,C3
Eugenia,spicata,,,C3
Eugenia,spicata,,,C3
Gonzalagunia,spicata,,,C3
Gyrotaenia,spicata,,,C3
Jatropha,spicata,,,C3
Liriope,spicata,,,C3
Lobelia,spicata,,,C3
Lobelia,spicata,,,C3
Luzula,spicata,,,C3
Luzula,spicata,,,C3
Luzula,spicata,,,C3
Luzula,spicata,,,C3
Luzula,spicata,,,C3
Luzula,spicata,,,C3
LUZULA,SPICATA,,,C3
Mentha,spicata,,,C3
Mentha,spicata,,,C3
Mentha,spicata,,,C3
Mentha,spicata,,,C3
Mentha,spicata,,,C3
Mentha,spicata,,,C3
MENTHA,SPICATA,,,C3
Pedicularis,spicata,,,C3
Pedicularis,spicata,,,C3
Phylica,spicata,,,C3
Pimelea,spicata,,,C3
Polygala,spicata,,,C3
Pseudoroegneria,spicata,,,C3
Pseudoroegneria,spicata,,,C3
Psylliostachys,spicata,,,C3
Quercus,spicata,,,C3
Scutia,spicata,,,C3
Streptochaeta,spicata,,,C3
Streptochaeta,spicata,,,C3
Tetragonia,spicata,,,C3
Tetragonia,spicata,,,C3
Trigonella,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
Veronica,spicata,,,C3
VERONICA,SPICATA,,,C3
Acer,spicatum,,,C3
Acer,spicatum,,,C3
Acer,spicatum,,,C3
Acer,spicatum,,,C3
Agropyron,spicatum,,,C3
Agropyron,spicatum,,,C3
Agropyron,spicatum,,,C3
Agropyron,spicatum,,,C3
Cartonema,spicatum,,,C3
Cartonema,spicatum,,,C3
Centaurium,spicatum,,,C3
Centaurium,spicatum,,,C3
Centaurium,spicatum,,,C3
Lepidium,spicatum,,,C3
Lepidium,spicatum,,,C3
Linum,spicatum,,,C3
Myriophyllum,spicatum,,,C3
Myriophyllum,spicatum,,,C3
Myriophyllum,spicatum,,,C3
Myriophyllum,spicatum,,,C3
MYRIOPHYLLUM,SPICATUM,,,C3
Otholobium,spicatum,,,C3
Papaver,spicatum,,,C3
Phyteuma,spicatum,,,C3
Phyteuma,spicatum,,,C3
Phyteuma,spicatum,,,C3
Phyteuma,spicatum,,,C3
PHYTEUMA,SPICATUM,,,C3
Pseudabutilon,spicatum,,,C3
Pseudolysimachion,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
Ribes,spicatum,,,C3
RIBES,SPICATUM,,,C3
Santalum,spicatum,,,C3
Trisetum,spicatum,,,C3
Trisetum,spicatum,,,C3
Trisetum,spicatum,,,C3
Trisetum,spicatum,,,C3
Trisetum,spicatum,,,C3
Trisetum,spicatum,,,C3
Colpoon,spicatus,,,C3
Elytrophorus,spicatus,,,C3
Elytrophorus,spicatus,,,C3
Eriostemon,spicatus,,,C3
Eriostemon,spicatus,,,C3
Lithocarpus,spicatus,,,C3
Psylliostachys,spicatus,,,C3
Apera,spica-venti,,,C3
Apera,spica-venti,,,C3
Apera,spica-venti,,,C3
Apera,spica-venti,,,C3
APERA,SPICA-VENTI,,,C3
Swintonia,spicifera,,,C3
Rhododendron,spiciferum,,,C3
Rhododendron,spiciferum,,,C3
Cleidion,spiciflorum,,,C3
Lonchocarpus,spiciflorus,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Brachystegia,spiciformis,,,C3
Prosopis,spicigera,,,C3
Taraxacum,spiculatum,,,C3
Bruckenthalia,spiculifolia,,,C3
Tillandsia,spiculosa,,,C3
Tillandsia,spiculosa,,,C3
Paliurus,spina,,,C3
Paliurus,spina-christi,,,C3
Ziziphus,spina-christi,,,C3
Rubus,spina-curva,,,C3
Carissa,spinarum,,,C3
Carissa,spinarum,,,C3
Aptosimum,spinescens,,,C3
Aptosimum,spinescens,,,C3
Aptosimum,spinescens,,,C3
Artemisia,spinescens,,,C3
Artemisia,spinescens,,,C3
Bossiaea,spinescens,,,C3
Chamaecytisus,spinescens,,,C3
Crossotoma,spinescens,,,C3
Geonoma,spinescens,,,C3
Leptospermum,spinescens,,,C3
Mendora,spinescens,,,C3
Menodora,spinescens,,,C3
Osteospermum,spinescens,,,C3
Osteospermum,spinescens,,,C3
Rhagodia,spinescens,,,C3
Rhagodia,spinescens,,,C3
Rhagodia,spinescens,,,C3
Rhagodia,spinescens,,,C3
Scaevola,spinescens,,,C3
Senna,spinescens,,,C3
Securidaca,spinifex,,,C3
Rosa,spinisissima,,,C3
Rosa,spinisissima,,,C3
Rosa,spinisissima,,,C3
Hieracium,spinodylium,,,C3
Aralia,spinosa,,,C3
Argania,spinosa,,,C3
Caesalpinia,spinosa,,,C3
Calicotome,spinosa,,,C3
Capparis,spinosa,,,C3
Capparis,spinosa,,,C3
Capparis,spinosa,,,C3
Capparis,spinosa,,,C3
Capparis,spinosa,,,C3
Ceiba,spinosa,,,C3
Celtis,spinosa,,,C3
Chloracantha,spinosa,,,C3
Chuquiraga,spinosa,,,C3
Chuquiraga,spinosa,,,C3
Cleome,spinosa,,,C3
Colubrina,spinosa,,,C3
Crotalaria,spinosa,,,C3
Didelta,spinosa,,,C3
Didelta,spinosa,,,C3
Didelta,spinosa,,,C3
Dunalia,spinosa,,,C3
Dunalia,spinosa,,,C3
Dunalia,spinosa,,,C3
Emex,spinosa,,,C3
Fagara,spinosa,,,C3
Geoffraea,spinosa,,,C3
Geoffroea,spinosa,,,C3
Grayia,spinosa,,,C3
Grayia,spinosa,,,C3
Grayia,spinosa,,,C3
Indigofera,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacaratia,spinosa,,,C3
Jacksonia,spinosa,,,C3
Licuala,spinosa,,,C3
Licuala,spinosa,,,C3
Licuala,spinosa,,,C3
Licuala,spinosa,,,C3
Livistona,spinosa,,,C3
Maclura,spinosa,,,C3
Maytenus,spinosa,,,C3
Ononis,spinosa,,,C3
Ononis,spinosa,,,C3
Ononis,spinosa,,,C3
Ononis,spinosa,,,C3
Ononis,spinosa,,,C3
Ononis,spinosa,,,C3
ONONIS,SPINOSA,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
Prunus,spinosa,,,C3
PRUNUS,SPINOSA,,,C3
Pyrus,spinosa,,,C3
Sanguisorba,spinosa,,,C3
Sida,spinosa,,,C3
Sida,spinosa,,,C3
Smilax,spinosa,,,C3
Terminalia,spinosa,,,C3
Trigonella,spinosa,,,C3
Zilla,spinosa,,,C3
Zilla,spinosa,,,C3
Adesmia,spinosissima,,,C3
Adesmia,spinosissima,,,C3
Adesmia,spinosissima,,,C3
Colletia,spinosissima,,,C3
Rosa,spinosissima,,,C3
Rosa,spinosissima,,,C3
Rosa,spinosissima,,,C3
Rosa,spinosissima,,,C3
Rosa,spinosissima,,,C3
Cirsium,spinosissimum,,,C3
Cirsium,spinosissimum,,,C3
Hedysarum,spinosissimum,,,C3
Cichorium,spinosum,,,C3
Cichorium,spinosum,,,C3
Citharexylum,spinosum,,,C3
Plecospermum,spinosum,,,C3
Poterium,spinosum,,,C3
Sarcopoterium,spinosum,,,C3
Xanthium,spinosum,,,C3
Acanthopanax,spinosus,,,C3
Aster,spinosus,,,C3
Asteriscus,spinosus,,,C3
Astragalus,spinosus,,,C3
Ceanothus,spinosus,,,C3
Ceanothus,spinosus,,,C3
Eleutherococcus,spinosus,,,C3
Psorothamnus,spinosus,,,C3
Rhaphithamnus,spinosus,,,C3
Rubus,spinulatus,,,C3
Rhododendron,spinuliferum,,,C3
Rhododendron,spinuliferum,,,C3
Banksia,spinulosa,,,C3
Banksia,spinulosa,,,C3
Laurocerasus,spinulosa,,,C3
Picea,spinulosa,,,C3
Prunus,spinulosa,,,C3
Haplopappus,spinulosus,,,C3
Haplopappus,spinulosus,,,C3
Haplopappus,spinulosus,,,C3
Haplopappus,spinulousus,,,C3
Solanum,spirale,,,C3
Blyttia,spiralis,,,C3
Blyttia,spiralis,,,C3
Costus,spiralis,,,C3
Cycas,spiralis,,,C3
Eleocharis,spiralis,,,C3
Eleocharis,spiralis,,,C3
Pandanus,spiralis,,,C3
Pandanus,spiralis,,,C3
Pandanus,spiralis,,,C3
Pandanus,spiralis,,,C3
Spiranthes,spiralis,,,C3
Spiranthes,spiralis,,,C3
Spiranthes,spiralis,,,C3
Spiranthes,spiralis,,,C3
SPIRANTHES,SPIRALIS,,,C3
Vallisneria,spiralis,,,C3
Vallisneria,spiralis,,,C3
Vallisneria,spiralis,,,C3
VALLISNERIA,SPIRALIS,,,C3
Smilax,spissa,,,C3
Leucadendron,spissifolium,,,C3
Rubus,spissifolius,,,C3
Convolvulus,spithamaeus,,,C3
Rosa,spithamea,,,C3
Rosa,spithamea,,,C3
Rosa,spithamea,,,C3
Convolvulus,spithameous?,,,C3
Coptidium,spitsbergense,,,C3
Ranunculus,spitsbergensis,,,C3
Ranunculus,spitzbergensis,,,C3
Ranunculus,spitzbergensis,,,C3
Orchis,spitzelii,,,C3
Duguetia,spixiana,,,C3
Duguetia,spixiana,,,C3
Acaena,splendens,,,C3
Achnatherum,splendens,,,C3
Albizia,splendens,,,C3
Alchemilla,splendens,,kerneri,C3
Alchemilla,splendens,,,C3
Argyreia,splendens,,,C3
Bauhinia,splendens,,,C3
Calochortus,splendens,,,C3
Eucalyptus,splendens,,,C3
Fouquieria,splendens,,,C3
Fouquieria,splendens,,,C3
Fouquieria,splendens,,,C3
Fouquieria,splendens,,,C3
Gilia,splendens,,,C3
Hibiscus,splendens,,,C3
Hylocomium,splendens,,,C3
Hylocomium,splendens,,,C3
Hylocomium,splendens,,,C3
Inga,splendens,,,C3
Inga,splendens,,,C3
Inga,splendens,,,C3
Licania,splendens,,,C3
Magnolia,splendens,,,C3
Magnolia,splendens,,,C3
Miconia,splendens,,,C3
Miconia,splendens,,,C3
Micropholis,splendens,,,C3
Myrcia,splendens,,,C3
Oxytropis,splendens,,,C3
Salvia,splendens,,,C3
Salvia,splendens,,,C3
Stipa,splendens,,,C3
Syzygium,splendens,,,C3
Vriesea,splendens,,,C3
Xerophyta,splendens,,,C3
Faradaya,splendida,,,C3
Kniphofia,splendida,,,C3
Lonicera,splendida,,,C3
Verschaffeltia,splendida,,,C3
Fordia,splendidissima,,,C3
Gilbertiodendron,splendidum,,,C3
Acacia,spondylophylla,,,C3
Vitex,spongiocarpa,,,C3
Bernardia,spongiosa,,,C3
Rhodamnia,spongiosa,,,C3
Hordeum,spontaneum,,,C3
Hordeum,spontaneum,,,C3
Eucalyptus,sporadica,,,C3
Elaphoglossum,sporadolepis,,,C3
Festuca,spp,,,C3
Salix,spp,,,C3
Salix,spp,,,C3
Salix,spp,,,C3
Sphagnum,spp,,,C3
Betula,spp.,,,C3
Betula,spp.,,,C3
Betula,spp.,,,C3
Carya,spp.,,,C3
Carya,spp.,,,C3
Carya,spp.,,,C3
Fraxinus,spp.,,,C3
Fraxinus,spp.,,,C3
Fraxinus,spp.,,,C3
Lupinus,spp.,,,C3
Lupinus,spp.,,,C3
Lupinus,spp.,,,C3
Lupinus,spp.,,,C3
Lupinus,spp.,,,C3
Pinus,spp.,,,C3
Pinus,spp.,,,C3
Poa,spp.,,,C3
Poa,spp.,,,C3
Pterocarpus,SppA,,,C3
Pterocarpus,SppA,,,C3
Annona,spraguei,,,C3
Annona,spraguei,,,C3
Annona,spraguei,,,C3
Rubus,sprengelii,,,C3
Rubus,sprengelii,,,C3
Sprengelia,sprengelioides,,,C3
Sprengelia,sprengelioides,,,C3
Sprengelia,sprengelioides,,,C3
Rubus,sprengeliusculus,,,C3
Asparagus,sprengeri,,,C3
Asparagus,sprengeri,,,C3
Magnolia,sprengeri,,,C3
Cassia,spruceana,,,C3
Cynometra,spruceana,,,C3
Dalbergia,spruceana,,,C3
Derris,spruceana,,,C3
Guettarda,spruceana,,,C3
Heisteria,spruceana,,,C3
Heisteria,spruceana,,,C3
Heisteria,spruceana,,,C3
Hevea,spruceana,,,C3
Micrandra,spruceana,,,C3
Micrandra,spruceana,,,C3
Micrandra,spruceana,,,C3
Micrandra,spruceana,,,C3
Monstera,spruceana,,,C3
Neea,spruceana,,,C3
Anacardium,spruceanum,,,C3
Aspidosperma,spruceanum,,,C3
Aspidosperma,spruceanum,,,C3
Calycophyllum,spruceanum,,,C3
Calycophyllum,spruceanum,,,C3
Dichapetalum,spruceanum,,,C3
Dichapetalum,spruceanum,,,C3
Dichapetalum,spruceanum,,,C3
Dichapetalum,spruceanum,,,C3
Dichapetalum,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Protium,spruceanum,,,C3
Thyrsodium,spruceanum,,,C3
Thyrsodium,spruceanum,,,C3
Thyrsodium,spruceanum,,,C3
Thyrsodium,spruceanum,,,C3
Thyrsodium,spruceanum,,,C3
Compsoneura,sprucei,,,C3
Cordia,sprucei,,,C3
Cordia,sprucei,,,C3
Cordia,sprucei,,,C3
Helianthostylis,sprucei,,,C3
Helianthostylis,sprucei,,,C3
Helianthostylis,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Micrandra,sprucei,,,C3
Vismia,sprucei,,,C3
Vismia,sprucei,,,C3
Vitex,sprucei,,,C3
Vitex,sprucei,,,C3
Vitex,sprucei,,,C3
Zanthoxylum,sprucei,,,C3
Zanthoxylum,sprucei,,,C3
Astragalus,spruneri,,,C3
