genus,species,subspecies,variant,life
Cassia,nigricans,,,Phanerophyte
Cassia,obtusifolia,,,Therophyte
Cassia,occidentalis,,,Phanerophyte
Cassia,phyllodinea,,,Phanerophyte
Cassia,podocarpa,,,Phanerophyte
Cassia,septemtrionalis,,,Hemicryptophyte
Cassia,septemtrionalis,,,Phanerophyte
Cassia,siamea,,,Phanerophyte
Cassia,sieberiana,,,Phanerophyte
Cassia,singueana,,,Phanerophyte
Cassia,spectabilis,,,Phanerophyte
Cassia,tora,,,Therophyte
Cassine,peragua,,,Phanerophyte
Cassipourea,barteri,,,Phanerophyte
Cassipourea,carringtoniana,,,Phanerophyte
Cassipourea,congoensis,,,Phanerophyte
Cassipourea,ruwensorensis,,,Phanerophyte
Cassytha,filiformis,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,dentata,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Castanea,sativa,,,Phanerophyte
Casuarina,cristata,cristata,,Phanerophyte
Casuarina,equisetifolia,,,Phanerophyte
Catabrosa,aquatica,,,Hemicryptophyte
Catabrosa,aquatica,,,Cryptophyte
Catabrosa,aquatica,,,Hydrophyte
Catabrosa,aquatica,,,Hemicryptophyte
Catabrosa,aquatica,,,Helophyte
Catabrosa,aquatica,,,Hydrophyte
Catabrosa,aquatica,,,Hemicryptophyte
Catananche,arenaria,,,Therophyte
Catananche,caerulea,,,Hemicryptophyte
Catananche,caerulea,,,Hemicryptophyte
Catananche,caerulea,,,Hemicryptophyte
Catananche,caespitosa,,,Hemicryptophyte
Catapodium,balearicum,,,Therophyte
Catapodium,loliaceum,,,Therophyte
Catapodium,marinum,,,Therophyte
Catapodium,marinum,,,Therophyte
Catapodium,marinum,,,Therophyte
Catapodium,marinum,,,Therophyte
Catapodium,marinum,,,Therophyte
Catapodium,rigidum,rigidum,,Therophyte
Catapodium,rigidum,,,Cryptophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catapodium,rigidum,,,Therophyte
Catha,edulis,,,Phanerophyte
Catharanthus,roseus,,,Chamaephyte
Cathormion,altissimum,,,Phanerophyte
Cathormion,rhombifolium,,,Phanerophyte
Catophractes,alexandri,,,Phanerophyte
Catunaregam,nilotica,,,Phanerophyte
Catunaregam,obovata,,,Phanerophyte
Catunaregam,pentandra,,,Phanerophyte
Catunaregam,spinosa,,,Phanerophyte
Caucalis,platycarpos,,,Therophyte
Caucalis,platycarpos,,,Therophyte
Caucalis,platycarpos,,,Therophyte
Caylusea,abyssinica,,,Hemicryptophyte
Caylusea,abyssinica,,,Therophyte
Cayratia,debilis,,,Phanerophyte
Cedrela,odorata,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,atlantica,,,Phanerophyte
Cedrus,brevifolia,,,Phanerophyte
Cedrus,deodara,,,Phanerophyte
Cedrus,deodara,,,Phanerophyte
Cedrus,deodara,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Cedrus,libani,,,Phanerophyte
Ceiba,pentandra,,,Phanerophyte
Celastrus,orbiculatus,,,Phanerophyte
Celosia,argentea,,,Therophyte
Celosia,argentea,,,Therophyte
Celosia,trigyna,,,Therophyte
Celtis,integrifolia,,,Phanerophyte
Celtis,mildbraedii,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,occidentalis,,,Phanerophyte
Celtis,philippensis,,,Phanerophyte
Celtis,tessmannii,,,Phanerophyte
Celtis,toka,,,Phanerophyte
Celtis,zenkeri,,,Phanerophyte
Cenchrus,biflorus,,,Therophyte
Cenchrus,ciliaris,,,Hemicryptophyte
Cenchrus,purpureus,,,Hemicryptophyte
Centaurea,alpestris,,,Hemicryptophyte
Centaurea,alpina,,,Hemicryptophyte
Centaurea,aspera,aspera,,Geophyte
Centaurea,aspera,gentilii,,Hemicryptophyte
Centaurea,aspera,,,Chamaephyte
CENTAUREA,CALCITRAPA,,,Therophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,calcitrapa,,,Therophyte
Centaurea,calcitrapa,,,Cryptophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,calcitrapa,,,Hemicryptophyte
Centaurea,collina,,,Hemicryptophyte
Centaurea,cyanus,,,Therophyte
Centaurea,cyanus,,,Hemicryptophyte
Centaurea,cyanus,,,Hemicryptophyte
Centaurea,cyanus,,,Therophyte
Centaurea,cyanus,,,Therophyte
Centaurea,cyanus,,,Therophyte
Centaurea,dichroantha,,,Hemicryptophyte
Centaurea,diffusa,,,Therophyte
Centaurea,diffusa,,,Therophyte
Centaurea,jacea,jacea,,Hemicryptophyte
Centaurea,jacea,,,Hemicryptophyte
Centaurea,jacea,,,Cryptophyte
Centaurea,jacea,,,Hemicryptophyte
Centaurea,julica,,,Hemicryptophyte
Centaurea,leucophaea,,,Hemicryptophyte
Centaurea,maroccana,,,Therophyte
Centaurea,melitensis,,,Therophyte
Centaurea,melitensis,,,Therophyte
Centaurea,montana,,,Hemicryptophyte
Centaurea,montana,,,Cryptophyte
Centaurea,montana,,,Hemicryptophyte
Centaurea,montana,,,Chamaephyte
Centaurea,nervosa,nervosa,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Cryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigra,,,Hemicryptophyte
Centaurea,nigrescens,,,Hemicryptophyte
Centaurea,nigrescens,,,Cryptophyte
Centaurea,nigrescens,,,Hemicryptophyte
Centaurea,paniculata,,,Hemicryptophyte
Centaurea,paniculata,,,Hemicryptophyte
Centaurea,pectinata,,,Hemicryptophyte
Centaurea,phrygia,pseudophrygia,,Hemicryptophyte
Centaurea,phrygia,,,Hemicryptophyte
Centaurea,phrygia,,,Cryptophyte
Centaurea,praecox,,,Hemicryptophyte
Centaurea,psammogena,,,Cryptophyte
Centaurea,pseudophrygia,,,Cryptophyte
Centaurea,pseudophrygia,,,Hemicryptophyte
Centaurea,pullata,,,Hemicryptophyte
Centaurea,pullata,,,Therophyte
Centaurea,pungens,,,Therophyte
Centaurea,rhaetica,,,Hemicryptophyte
Centaurea,rupestris,,,Hemicryptophyte
Centaurea,scabiosa,scabiosa,,Hemicryptophyte
Centaurea,scabiosa,,,Hemicryptophyte
Centaurea,scabiosa,,,Cryptophyte
Centaurea,scabiosa,,,Hemicryptophyte
Centaurea,scabiosa,,,Hemicryptophyte
Centaurea,scabiosa,,,Hemicryptophyte
Centaurea,scabiosa,,,Hemicryptophyte
Centaurea,senegalensis,,,Chamaephyte
Centaurea,senegalensis,,,Hemicryptophyte
Centaurea,seridis,sonchifolia,,Hemicryptophyte
Centaurea,seridis,,,Hemicryptophyte
Centaurea,solstitialis,,,Hemicryptophyte
Centaurea,solstitialis,,,Cryptophyte
Centaurea,solstitialis,,,Hemicryptophyte
Centaurea,solstitialis,,,Hemicryptophyte
Centaurea,solstitialis,,,Therophyte
Centaurea,splendens,,,Hemicryptophyte
Centaurea,stenolepis,,,Hemicryptophyte
Centaurea,stenolepis,,,Cryptophyte
Centaurea,stoebe,,,Hemicryptophyte
Centaurea,stoebe,,,Cryptophyte
Centaurea,stoebe,,,Hemicryptophyte
Centaurea,triumfetti,,,Hemicryptophyte
Centaurea,triumfetti,,,Hemicryptophyte
Centaurea,triumfettii,,,Cryptophyte
Centaurea,triumfettii,,,Hemicryptophyte
Centaurea,uniflora,nervosa,,Hemicryptophyte
Centaurea,uniflora,,,Hemicryptophyte
Centaurea,uniflora,,,Hemicryptophyte
Centaurea,valesiaca,,,Hemicryptophyte
Centaurium,capitatum,,,Cryptophyte
Centaurium,erythraea,erythraea,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Therophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,erythraea,,,Hemicryptophyte
Centaurium,favargeri,,,Hemicryptophyte
Centaurium,littorale,,,Therophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,littorale,,,Hemicryptophyte
Centaurium,maritimum,,,Therophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,pulchellum,,,Hemicryptophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,pulchellum,,,Therophyte
Centaurium,scilloides,,,Chamaephyte
Centaurium,scilloides,,,Chamaephyte
Centaurium,scilloides,,,Chamaephyte
Centaurium,scilloides,,,Chamaephyte
Centaurium,scilloides,,,Chamaephyte
Centaurium,spicatum,,,Therophyte
Centaurium,tenuiflorum,,,Therophyte
Centaurium,tenuiflorum,,,Therophyte
Centaurium,tenuiflorum,,,Therophyte
Centella,asiatica,,,Hemicryptophyte
Centipeda,cunninghamii,,,Chamaephyte
Centipeda,thespidioides,,,Phanerophyte
Centotheca,mucronata,,,Hemicryptophyte
Centotheca,mucronata,,,Therophyte
Centranthus,angustifolius,,,Chamaephyte
Centranthus,angustifolius,,,Hemicryptophyte
Centranthus,calcitrapae,,,Therophyte
Centranthus,ruber,,,Hemicryptophyte
Centranthus,ruber,,,Cryptophyte
Centranthus,ruber,,,Chamaephyte
Centranthus,ruber,,,Chamaephyte
Centranthus,ruber,,,Hemicryptophyte
Centranthus,ruber,,,Hemicryptophyte
Centranthus,ruber,,,Chamaephyte
Centranthus,ruber,,,Hemicryptophyte
Centrosema,pubescens,,,Phanerophyte
Centunculus,minimus,,,Therophyte
Centunculus,minimus,,,Therophyte
Centunculus,minimus,,,Therophyte
Centunculus,minimus,,,Therophyte
Centunculus,minimus,,,Therophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,damasonium,,,Cryptophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,damasonium,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Cryptophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,longifolia,,,Geophyte
Cephalanthera,rubra,,,Geophyte
Cephalanthera,rubra,,,Cryptophyte
Cephalanthera,rubra,,,Geophyte
Cephalanthera,rubra,,,Geophyte
Cephalanthera,rubra,,,Geophyte
Cephalanthera,rubra,,,Geophyte
Cephalanthera,rubra,,,Geophyte
Cephalaria,alpina,,,Hemicryptophyte
Cephalaria,attenuata,,,Hemicryptophyte
Cephalaria,leucantha,,,Hemicryptophyte
Cephalaria,leucantha,,,Chamaephyte
Cephalaria,pungens,,,Hemicryptophyte
Cephalaria,transsylvanica,,,Therophyte
Cephalophyllum,ebracteatum,,,Hemicryptophyte
Cephalosphaera,usambarensis,,,Phanerophyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,alpinum,,,Chamaephyte
Cerastium,arabidis,,,Therophyte
CERASTIUM,ARCTICUM,EDMONDSTONII,,Chamaephyte
Cerastium,arcticum,,,Chamaephyte
Cerastium,arvense,arvense,,Chamaephyte
Cerastium,arvense,suffruticosum,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,arvense,,,Chamaephyte
Cerastium,brachypetalum,brachypetalum,,Therophyte
Cerastium,brachypetalum,,,Therophyte
Cerastium,brachypetalum,,,Hemicryptophyte
Cerastium,brachypetalum,,,Therophyte
Cerastium,brachypetalum,,,Therophyte
Cerastium,brachypetalum,,,Therophyte
Cerastium,carinthiacum,carinthiacum,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,cerastoides,,,Chamaephyte
Cerastium,diffusum,,,Therophyte
Cerastium,diffusum,,,Hemicryptophyte
Cerastium,diffusum,,,Therophyte
Cerastium,diffusum,,,Therophyte
Cerastium,diffusum,,,Therophyte
Cerastium,diffusum,,,Therophyte
Cerastium,diffusum,,,Therophyte
Cerastium,dubium,,,Therophyte
Cerastium,dubium,,,Hemicryptophyte
Cerastium,dubium,,,Therophyte
Cerastium,fontanum,fontanum,,Chamaephyte
Cerastium,fontanum,vulgare,,Hemicryptophyte
Cerastium,fontanum,vulgare,,Chamaephyte
Cerastium,fontanum,vulgare,,Chamaephyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,fontanum,,,Hemicryptophyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,fontanum,,,Chamaephyte
Cerastium,glomeratum,,,Therophyte
Cerastium,glomeratum,,,Hemicryptophyte
Cerastium,glomeratum,,,Hemicryptophyte
Cerastium,glomeratum,,,Therophyte
Cerastium,glomeratum,,,Therophyte
Cerastium,glomeratum,,,Therophyte
Cerastium,glomeratum,,,Therophyte
Cerastium,glutinosum,,,Hemicryptophyte
Cerastium,glutinosum,,,Therophyte
Cerastium,glutinosum,,,Therophyte
Cerastium,holosteoides,,,Chamaephyte
Cerastium,indicum,,,Chamaephyte
Cerastium,indicum,,,Hemicryptophyte
Cerastium,latifolium,,,Chamaephyte
Cerastium,latifolium,,,Chamaephyte
Cerastium,latifolium,,,Chamaephyte
Cerastium,ligusticum,,,Therophyte
Cerastium,ligusticum,,,Therophyte
Cerastium,lucorum,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,nigrescens,,,Chamaephyte
Cerastium,octandrum,,,Therophyte
Cerastium,pedunculatum,,,Chamaephyte
Cerastium,pumilum,,,Hemicryptophyte
Cerastium,pumilum,,,Therophyte
Cerastium,pumilum,,,Therophyte
Cerastium,pumilum,,,Therophyte
Cerastium,pumilum,,,Therophyte
Cerastium,semidecandrum,,,Hemicryptophyte
Cerastium,semidecandrum,,,Therophyte
Cerastium,semidecandrum,,,Hemicryptophyte
Cerastium,semidecandrum,,,Hemicryptophyte
Cerastium,semidecandrum,,,Therophyte
Cerastium,semidecandrum,,,Therophyte
Cerastium,semidecandrum,,,Therophyte
Cerastium,semidecandrum,,,Therophyte
Cerastium,subtriflorum,,,Hemicryptophyte
Cerastium,sylvaticum,,,Hemicryptophyte
Cerastium,tenoreanum,,,Therophyte
Cerastium,tomentosum,,,Chamaephyte
Cerastium,tomentosum,,,Chamaephyte
Cerastium,tomentosum,,,Chamaephyte
Cerastium,uniflorum,,,Chamaephyte
Cerastium,uniflorum,,,Chamaephyte
Cerastium,uniflorum,,,Chamaephyte
Ceratandra,atrata,,,Geophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocapnos,claviculata,,,Therophyte
Ceratocephala,falcata,,,Therophyte
Ceratocephala,testiculata,,,Therophyte
Ceratochloa,carinata,,,Hemicryptophyte
Ceratochloa,carinata,,,Hemicryptophyte
Ceratochloa,carinata,,,Hemicryptophyte
Ceratochloa,carinata,,,Hemicryptophyte
Ceratochloa,carinata,,,Hemicryptophyte
Ceratochloa,cathartica,,,Hemicryptophyte
Ceratonia,siliqua,,,Phanerophyte
Ceratonia,siliqua,,,Phanerophyte
Ceratophyllum,demersum,,,Cryptophyte
Ceratophyllum,demersum,,,Cryptophyte
Ceratophyllum,demersum,,,Hydrophyte
Ceratophyllum,demersum,,,Cryptophyte
Ceratophyllum,demersum,,,Hydrophyte
Ceratophyllum,demersum,,,Cryptophyte
Ceratophyllum,demersum,,,Hydrophyte
Ceratophyllum,submersum,,,Cryptophyte
Ceratophyllum,submersum,,,Hydrophyte
Ceratophyllum,submersum,,,Cryptophyte
Ceratophyllum,submersum,,,Hydrophyte
Ceratophyllum,submersum,,,Cryptophyte
Ceratophyllum,submersum,,,Hydrophyte
Ceratopteris,cornuta,,,Helophyte
Ceratopteris,thalictroides,,,Helophyte
Ceratotheca,sesamoides,,,Therophyte
Ceratotheca,triloba,,,Hemicryptophyte
Ceratotheca,triloba,,,Therophyte
Cercestis,afzelii,,,Epiphyte
Cercestis,afzelii,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,canadensis,,,Phanerophyte
Cercis,siliquastrum,,,Phanerophyte
Cerinthe,glabra,glabra,,Hemicryptophyte
Cerinthe,glabra,,,Cryptophyte
Cerinthe,minor,minor,,Hemicryptophyte
Cerinthe,minor,,,Hemicryptophyte
Cerinthe,minor,,,Cryptophyte
Cerinthe,minor,,,Hemicryptophyte
Ceriops,tagal,,,Phanerophyte
Ceropegia,achtenii,,,Hemicryptophyte
Ceropegia,campanulata,,,Geophyte
Ceropegia,campanulata,,,Hemicryptophyte
Ceropegia,deightonii,,,Geophyte
Ceropegia,filipendula,,,Geophyte
Ceropegia,fusiformis,,,Hemicryptophyte
Ceropegia,imbricata,,,Geophyte
Ceropegia,imbricata,,,Phanerophyte
Ceropegia,johnsonii,,,Hemicryptophyte
Ceropegia,johnsonii,,,Phanerophyte
Ceropegia,ledermannii,,,Geophyte
Ceropegia,ledermannii,,,Hemicryptophyte
Ceropegia,meyeri-johannis,,,Geophyte
Ceropegia,meyeri-johannis,,,Hemicryptophyte
Ceropegia,mirabilis,,,Hemicryptophyte
Ceropegia,namuliensis,,,Phanerophyte
Ceropegia,nigra,,,Hemicryptophyte
Ceropegia,nilotica,,,Geophyte
Ceropegia,papillata,,,Hemicryptophyte
Ceropegia,papillata,,,Phanerophyte
Ceropegia,purpurascens,,,Geophyte
Ceropegia,purpurascens,,,Hemicryptophyte
Ceropegia,racemosa,,,Phanerophyte
Ceropegia,rhynchantha,,,Geophyte
Ceropegia,sankuruensis,,,Geophyte
Ceropegia,simoneae,,,Hemicryptophyte
Ceropegia,sobolifera,,nephroloba,Geophyte
Ceropegia,sobolifera,,nephroloba,Hemicryptophyte
Ceropegia,sobolifera,,,Phanerophyte
Ceropegia,stenantha,,,Hemicryptophyte
Ceropegia,stenantha,,,Phanerophyte
Ceropegia,stenoloba,,,Hemicryptophyte
Ceropegia,verticillata,,,Hemicryptophyte
Ceropegia,verticillata,,,Phanerophyte
Ceropegia,yorubana,,,Hemicryptophyte
Cervaria,rivini,,,Hemicryptophyte
Ceterach,officinarum,,,Hemicryptophyte
Ceterach,officinarum,,,Cryptophyte
Ceterach,officinarum,,,Hemicryptophyte
Ceterach,officinarum,,,Hemicryptophyte
Chaenomeles,speciosa,,,Nanophanerophyte
Chaenorhinum,minus,,,Therophyte
Chaenorhinum,minus,,,Therophyte
Chaenorhinum,minus,,,Therophyte
Chaenorhinum,minus,,,Therophyte
Chaenorrhinum,minus,minus,,Therophyte
Chaenorrhinum,rubrifolium,,,Therophyte
Chaenostoma,halimifolium,,,Hemicryptophyte
Chaerophyllum,aromaticum,,,Hemicryptophyte
Chaerophyllum,aromaticum,,,Cryptophyte
Chaerophyllum,aureum,,,Hemicryptophyte
Chaerophyllum,aureum,,,Cryptophyte
Chaerophyllum,aureum,,,Hemicryptophyte
Chaerophyllum,aureum,,,Hemicryptophyte
Chaerophyllum,bulbosum,,,Geophyte
Chaerophyllum,bulbosum,,,Therophyte
Chaerophyllum,bulbosum,,,Cryptophyte
Chaerophyllum,elegans,,,Hemicryptophyte
Chaerophyllum,hirsutum,,,Hemicryptophyte
Chaerophyllum,hirsutum,,,Cryptophyte
Chaerophyllum,hirsutum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Therophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Therophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,temulum,,,Hemicryptophyte
Chaerophyllum,villarsii,,,Hemicryptophyte
Chaerophyllum,villarsii,,,Hemicryptophyte
Chaerophyllum,villarsii,,,Hemicryptophyte
Chaetocarpus,africanus,,,Phanerophyte
Chaetonychia,cymosa,,,Therophyte
Chamaeclitandra,henriquesiana,,,Chamaephyte
Chamaecrista,absus,,,Hemicryptophyte
Chamaecrista,absus,,,Therophyte
Chamaecrista,comosa,,,Geophyte
Chamaecrista,grantii,,,Hemicryptophyte
Chamaecrista,kirkii,,,Chamaephyte
Chamaecrista,mimosoides,,,Hemicryptophyte
Chamaecrista,mimosoides,,,Therophyte
Chamaecyparis,lawsoniana,,,Phanerophyte
Chamaecyparis,lawsoniana,,,Phanerophyte
Chamaecyparis,lawsoniana,,,Phanerophyte
Chamaecyparis,lawsoniana,,,Phanerophyte
Chamaecytisus,hirsutus,hirsutus,,Chamaephyte
Chamaecytisus,hirsutus,pumilus,,Chamaephyte
Chamaecytisus,purpureus,,,Chamaephyte
Chamaecytisus,ratisbonensis,,,Chamaephyte
Chamaecytisus,ratisbonensis,,,Nanophanerophyte
Chamaecytisus,supinus,,,Chamaephyte
Chamaecytisus,supinus,,,Phanerophyte
Chamaecytisus,supinus,,,Nanophanerophyte
Chamaecytisus,supinus,,,Chamaephyte
Chamaedaphne,calyculata,,,Chamaephyte
Chamaemelum,nobile,,,Hemicryptophyte
Chamaemelum,nobile,,,Hemicryptophyte
Chamaemelum,nobile,,,Hemicryptophyte
Chamaerops,humilis,,,Hemicryptophyte
Chamaerops,humilis,,,Phanerophyte
Chamaerops,humilis,,,Phanerophyte
Chamaespartium,sagittale,,,Hemicryptophyte
Chamaespartium,sagittale,,,Chamaephyte
Chamaespartium,sagittale,,,Chamaephyte
Chamaesyce,humifusa,,,Therophyte
Chamaesyce,maculata,,,Therophyte
Chamaesyce,nutans,,,Therophyte
Chamaesyce,peplis,,,Therophyte
Chamaesyce,serpens,,,Therophyte
Chamerion,angustifolium,,,Geophyte
Chamerion,angustifolium,,,Hemicryptophyte
Chamerion,angustifolium,,,Hemicryptophyte
Chamerion,angustifolium,,,Geophyte
Chamerion,angustifolium,,,Hemicryptophyte
Chamerion,angustifolium,,,Hemicryptophyte
Chamerion,angustifolium,,,Geophyte
Chamerion,angustifolium,,,Hemicryptophyte
Chamerion,angustifolium,,,Hemicryptophyte
