genus,species,subspecies,variant,life
Agrimonia,eupatoria,,,Hemicryptophyte
Agrimonia,eupatoria,,,Hemicryptophyte
Agrimonia,eupatoria,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Cryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrimonia,procera,,,Hemicryptophyte
Agrocharis,incognita,,,Hemicryptophyte
Agrocharis,incognita,,,Therophyte
Agrocharis,pedunculata,,,Geophyte
Agrocharis,pedunculata,,,Hemicryptophyte
Agropyron,pectinatum,,,Hemicryptophyte
Agropyron,scabrum,,plurinerve,Hemicryptophyte
Agrostemma,githago,,,Therophyte
Agrostemma,githago,,,Hemicryptophyte
Agrostemma,githago,,,Therophyte
Agrostemma,githago,,,Therophyte
Agrostemma,githago,,,Therophyte
Agrostis,agrostiflora,,,Cryptophyte
Agrostis,alpina,,,Hemicryptophyte
Agrostis,alpina,,,Cryptophyte
Agrostis,alpina,,,Hemicryptophyte
Agrostis,avenacea,,avenacea,Therophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Cryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,canina,,,Hemicryptophyte
Agrostis,capillaris,castellana,,Geophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Cryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,capillaris,,,Hemicryptophyte
Agrostis,castellana,,,Cryptophyte
Agrostis,castellana,,,Hemicryptophyte
Agrostis,castellana,,,Hemicryptophyte
Agrostis,curtisii,,,Hemicryptophyte
Agrostis,curtisii,,,Hemicryptophyte
Agrostis,curtisii,,,Hemicryptophyte
Agrostis,curtisii,,,Hemicryptophyte
Agrostis,curtisii,,,Hemicryptophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,gigantea,,,Geophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,gigantea,,,Hemicryptophyte
Agrostis,kilimandscharica,,,Chamaephyte
Agrostis,kilimandscharica,,,Hemicryptophyte
Agrostis,rupestris,,,Hemicryptophyte
Agrostis,rupestris,,,Cryptophyte
Agrostis,rupestris,,,Hemicryptophyte
Agrostis,scabra,,,Hemicryptophyte
Agrostis,scabra,,,Hemicryptophyte
Agrostis,schleicheri,,,Hemicryptophyte
Agrostis,schleicheri,,,Cryptophyte
Agrostis,schleicheri,,,Hemicryptophyte
Agrostis,schraderiana,,,Hemicryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,stolonifera,,,Cryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,stolonifera,,,Hemicryptophyte
Agrostis,vinealis,,,Cryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Agrostis,vinealis,,,Hemicryptophyte
Aidia,micrantha,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Ailanthus,altissima,,,Phanerophyte
Aira,caryophyllea,caryophyllea,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Hemicryptophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,caryophyllea,,,Therophyte
Aira,cupaniana,,,Therophyte
Aira,cupaniana,,,Therophyte
Aira,elegantissima,,,Therophyte
Aira,elegantissima,,,Therophyte
Aira,elegantissima,,,Therophyte
Aira,praecox,,,Therophyte
Aira,praecox,,,Hemicryptophyte
Aira,praecox,,,Therophyte
Aira,praecox,,,Therophyte
Aira,praecox,,,Therophyte
Aira,praecox,,,Therophyte
Aira,provincialis,,,Therophyte
Aira,tenorei,,,Therophyte
Aizoanthemum,hispanicum,,,Therophyte
Aizoon,canariense,,,Therophyte
Aizoon,hispanicum,,,Hemicryptophyte
Aizoon,hispanicum,,,Therophyte
Aizoon,schellenbergii,,,Chamaephyte
Ajuga,chamaepitys,,,Hemicryptophyte
AJUGA,CHAMAEPITYS,,,Hemicryptophyte
Ajuga,chamaepitys,,,Hemicryptophyte
Ajuga,chamaepitys,,,Therophyte
Ajuga,chamaepitys,,,Hemicryptophyte
Ajuga,chamaepitys,,,Therophyte
Ajuga,chamaepitys,,,Hemicryptophyte
Ajuga,chamaepitys,,,Hemicryptophyte
Ajuga,chamaepitys,,,Hemicryptophyte
Ajuga,genevensis,,,Hemicryptophyte
Ajuga,genevensis,,,Cryptophyte
Ajuga,genevensis,,,Hemicryptophyte
Ajuga,genevensis,,,Hemicryptophyte
Ajuga,integrifolia,,,Hemicryptophyte
Ajuga,iva,,,Chamaephyte
Ajuga,iva,,,Hemicryptophyte
Ajuga,iva,,,Chamaephyte
Ajuga,iva,,,Hemicryptophyte
Ajuga,iva,,,Chamaephyte
Ajuga,ophrydis,,,Hemicryptophyte
Ajuga,pyramidalis,,,Hemicryptophyte
Ajuga,pyramidalis,,,Cryptophyte
Ajuga,pyramidalis,,,Hemicryptophyte
Ajuga,pyramidalis,,,Hemicryptophyte
Ajuga,pyramidalis,,,Hemicryptophyte
Ajuga,pyramidalis,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Cryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Ajuga,reptans,,,Hemicryptophyte
Albizia,adianthifolia,,,Phanerophyte
Albizia,anthelmintica,,,Phanerophyte
Albizia,antunesiana,,,Phanerophyte
Albizia,chevalieri,,,Phanerophyte
Albizia,chinensis,,,Phanerophyte
Albizia,ferruginea,,,Phanerophyte
Albizia,gummifera,,,Phanerophyte
Albizia,harveyi,,,Phanerophyte
Albizia,laurentii,,,Phanerophyte
Albizia,lebbeck,,,Phanerophyte
Albizia,schimperiana,,,Phanerophyte
Albizia,versicolor,,,Phanerophyte
Albizia,zimmermannii,,,Phanerophyte
Albizia,zygia,,,Phanerophyte
Albuca,abyssinica,,,Geophyte
Albuca,batteniana,,,Geophyte
Albuca,bracteata,,,Geophyte
Albuca,canadensis,,,Geophyte
Albuca,cooperi,,,Geophyte
Albuca,crispa,,,Geophyte
Albuca,flaccida,,,Geophyte
Albuca,fragrans,,,Geophyte
Albuca,humilis,,,Geophyte
Albuca,juncifolia,,,Geophyte
Albuca,kirkii,,,Geophyte
Albuca,maxima,,,Geophyte
Albuca,monophylla,,,Geophyte
Albuca,nelsonii,,,Geophyte
Albuca,nigritana,,,Geophyte
Albuca,pachychlamys,,,Geophyte
Albuca,setosa,,,Geophyte
Albuca,shawii,,,Geophyte
Albuca,spiralis,,,Geophyte
Albuca,stapfii,,,Geophyte
Albuca,suaveolens,,,Geophyte
Albuca,tenuifolia,,,Geophyte
Albuca,tortuosa,,,Geophyte
Albuca,virens,,,Geophyte
Alcea,acaulis,,,Hemicryptophyte
Alcea,rosea,,,Cryptophyte
Alchemilla,acutiloba,,,Hemicryptophyte
Alchemilla,acutiloba,,,Hemicryptophyte
Alchemilla,acutiloba,,,Hemicryptophyte
Alchemilla,acutiloba,,,Hemicryptophyte
Alchemilla,alpina,,,Hemicryptophyte
Alchemilla,alpina,,,Hemicryptophyte
Alchemilla,alpina,,,Hemicryptophyte
Alchemilla,alpina,,,Hemicryptophyte
Alchemilla,argyrophylla,,,Chamaephyte
Alchemilla,argyrophylla,,,Phanerophyte
Alchemilla,cleistophylla,,,Hemicryptophyte
Alchemilla,colorata,,,Hemicryptophyte
Alchemilla,conjuncta,,,Hemicryptophyte
Alchemilla,connivens,,,Hemicryptophyte
Alchemilla,coriacea,,,Hemicryptophyte
Alchemilla,crinita,,,Hemicryptophyte
Alchemilla,cuspidens,,,Hemicryptophyte
Alchemilla,decumbens,,,Hemicryptophyte
Alchemilla,effusa,,,Hemicryptophyte
Alchemilla,ellenbeckii,,,Hemicryptophyte
Alchemilla,exigua,,,Hemicryptophyte
Alchemilla,fallax,,,Hemicryptophyte
Alchemilla,filicaulis,,,Hemicryptophyte
Alchemilla,filicaulis,,,Hemicryptophyte
Alchemilla,filicaulis,,,Hemicryptophyte
Alchemilla,filicaulis,,,Hemicryptophyte
Alchemilla,filicaulis,,,Hemicryptophyte
Alchemilla,fissa,,,Hemicryptophyte
Alchemilla,fissa,,,Hemicryptophyte
Alchemilla,flabellata,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glabra,,,Hemicryptophyte
Alchemilla,glaucescens,,,Hemicryptophyte
Alchemilla,glaucescens,,,Hemicryptophyte
Alchemilla,glaucescens,,,Hemicryptophyte
Alchemilla,glaucescens,,,Hemicryptophyte
Alchemilla,glaucescens,,,Hemicryptophyte
Alchemilla,glomerulans,,,Hemicryptophyte
Alchemilla,glomerulans,,,Hemicryptophyte
Alchemilla,glomerulans,,,Hemicryptophyte
Alchemilla,gracilis,,,Hemicryptophyte
Alchemilla,grossidens,,,Hemicryptophyte
Alchemilla,haumanii,,,Chamaephyte
Alchemilla,haumanii,,,Phanerophyte
Alchemilla,hoppeana,,,Hemicryptophyte
Alchemilla,hybrida,,,Hemicryptophyte
Alchemilla,incisa,,,Hemicryptophyte
Alchemilla,inconcinna,,,Hemicryptophyte
Alchemilla,johnstonii,,,Chamaephyte
Alchemilla,kerneri,,,Hemicryptophyte
Alchemilla,kiwuensis,,,Hemicryptophyte
Alchemilla,micans,,,Hemicryptophyte
Alchemilla,microbetula,,,Chamaephyte
Alchemilla,microbetula,,,Hemicryptophyte
Alchemilla,minima,,,Hemicryptophyte
Alchemilla,minima,,,Hemicryptophyte
Alchemilla,minima,,,Hemicryptophyte
Alchemilla,mollis,,,Hemicryptophyte
Alchemilla,monticola,,,Hemicryptophyte
Alchemilla,monticola,,,Hemicryptophyte
Alchemilla,monticola,,,Hemicryptophyte
Alchemilla,monticola,,,Hemicryptophyte
Alchemilla,monticola,,,Hemicryptophyte
Alchemilla,obtusa,,,Hemicryptophyte
Alchemilla,othmarii,,,Hemicryptophyte
Alchemilla,pallens,,,Hemicryptophyte
Alchemilla,pentaphyllea,,,Hemicryptophyte
Alchemilla,plicatula,,,Hemicryptophyte
Alchemilla,pyrenaica,,,Hemicryptophyte
Alchemilla,reniformis,,,Hemicryptophyte
Alchemilla,rubristipula,,,Hemicryptophyte
Alchemilla,sinuata,,,Hemicryptophyte
Alchemilla,splendens,,,Hemicryptophyte
Alchemilla,straminea,,,Hemicryptophyte
Alchemilla,strigosula,,,Hemicryptophyte
Alchemilla,subcrenata,,,Hemicryptophyte
Alchemilla,subcrenata,,,Hemicryptophyte
Alchemilla,subcrenata,,,Hemicryptophyte
Alchemilla,subcrenata,,,Hemicryptophyte
Alchemilla,tenuis,,,Hemicryptophyte
Alchemilla,tirolensis,,,Hemicryptophyte
Alchemilla,trunciloba,,,Hemicryptophyte
Alchemilla,versipila,,,Hemicryptophyte
Alchemilla,volkensii,,,Chamaephyte
Alchemilla,volkensii,,,Hemicryptophyte
Alchemilla,vulgaris,,,Hemicryptophyte
Alchemilla,vulgaris,,,Hemicryptophyte
Alchemilla,vulgaris,,,Hemicryptophyte
Alchemilla,wichurae,,,Hemicryptophyte
Alchemilla,wichurae,,,Hemicryptophyte
Alchemilla,wichurae,,,Hemicryptophyte
Alchemilla,xanthochlora,,,Hemicryptophyte
Alchemilla,xanthochlora,,,Hemicryptophyte
Alchemilla,xanthochlora,,,Hemicryptophyte
Alchemilla,xanthochlora,,,Hemicryptophyte
Alchemilla,xanthochlora,,,Hemicryptophyte
Alchornea,cordifolia,,,Chamaephyte
Alchornea,cordifolia,,,Phanerophyte
Alchornea,floribunda,,,Phanerophyte
Aldrovanda,vesiculosa,,,Cryptophyte
Aldrovanda,vesiculosa,,,Geophyte
Alectra,capensis,,,Hemicryptophyte
Alectra,glandulosa,,,Therophyte
Alectra,orobanchoides,,,Hemicryptophyte
Alectra,picta,,,Therophyte
Alectra,sessiliflora,,,Therophyte
Alectra,vogelii,,,Therophyte
Alepidea,amatymbica,,,Hemicryptophyte
Alepidea,delicatula,,,Hemicryptophyte
Alepidea,macowanii,,,Hemicryptophyte
Alepidea,natalensis,,,Hemicryptophyte
Alepidea,peduncularis,,,Geophyte
Alepidea,peduncularis,,,Hemicryptophyte
Alepidea,serrata,,,Hemicryptophyte
Alepidea,setifera,,,Hemicryptophyte
Aleurites,moluccana,,,Phanerophyte
Aliella,platyphylla,,,Hemicryptophyte
Alisma,gramineum,,,Cryptophyte
Alisma,gramineum,,,Geophyte
Alisma,gramineum,,,Hydrophyte
Alisma,gramineum,,,Helophyte
Alisma,gramineum,,,Cryptophyte
Alisma,gramineum,,,Hydrophyte
Alisma,lanceolatum,,,Cryptophyte
Alisma,lanceolatum,,,Geophyte
Alisma,lanceolatum,,,Cryptophyte
Alisma,lanceolatum,,,Hydrophyte
Alisma,lanceolatum,,,Helophyte
Alisma,lanceolatum,,,Cryptophyte
Alisma,lanceolatum,,,Hydrophyte
Alisma,plantago-aquatica,,,Cryptophyte
Alisma,plantago-aquatica,,,Geophyte
Alisma,plantago-aquatica,,,Cryptophyte
Alisma,plantago-aquatica,,,Hydrophyte
Alisma,plantago-aquatica,,,Helophyte
Alisma,plantago-aquatica,,,Cryptophyte
Alisma,plantago-aquatica,,,Hydrophyte
Alkanna,strigosa,,,Chamaephyte
Alkanna,tinctoria,,,Hemicryptophyte
Allamanda,cathartica,,,Phanerophyte
Allamanda,schottii,,,Phanerophyte
Allanblackia,stuhlmannii,,,Phanerophyte
Alliaria,petiolata,,,Hemicryptophyte
Alliaria,petiolata,,,Chamaephyte
Alliaria,petiolata,,,Hemicryptophyte
Alliaria,petiolata,,,Hemicryptophyte
Alliaria,petiolata,,,Hemicryptophyte
Alliaria,petiolata,,,Hemicryptophyte
Alliaria,petiolata,,,Hemicryptophyte
Allium,acutiflorum,,,Geophyte
Allium,ampeloprasum,,,Cryptophyte
Allium,ampeloprasum,,,Geophyte
Allium,ampeloprasum,,,Geophyte
Allium,angulosum,,,Geophyte
Allium,angulosum,,,Cryptophyte
Allium,angulosum,,,Geophyte
Allium,carinatum,carinatum,,Geophyte
Allium,carinatum,,,Geophyte
Allium,carinatum,,,Cryptophyte
Allium,carinatum,,,Geophyte
Allium,carinatum,,,Geophyte
Allium,carinatum,,,Geophyte
Allium,cepa,,,Geophyte
Allium,cepa,,,Geophyte
Allium,cepa,,,Geophyte
Allium,cirrhosum,,,Cryptophyte
Allium,commutatum,,,Geophyte
Allium,ericetorum,,,Geophyte
Allium,fistulosum,,,Geophyte
Allium,flavum,,,Cryptophyte
Allium,flavum,,,Geophyte
Allium,insubricum,,,Geophyte
Allium,kochii,,,Cryptophyte
Allium,lineare,,,Geophyte
Allium,lineare,,,Geophyte
Allium,lusitanicum,,,Geophyte
Allium,lusitanicum,,,Geophyte
Allium,moschatum,,,Geophyte
Allium,narcissiflorum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Cryptophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oleraceum,,,Geophyte
Allium,oporinanthum,,,Geophyte
Allium,paniculatum,,,Geophyte
Allium,paradoxum,,,Geophyte
Allium,paradoxum,,,Cryptophyte
Allium,paradoxum,,,Geophyte
Allium,pendulinum,,,Geophyte
Allium,roseum,,,Geophyte
Allium,roseum,,,Geophyte
Allium,roseum,,,Geophyte
Allium,rotundum,,,Cryptophyte
Allium,rotundum,,,Geophyte
Allium,rotundum,,,Geophyte
Allium,sativum,,,Geophyte
Allium,sativum,,,Geophyte
Allium,sativum,,,Cryptophyte
Allium,sativum,,,Geophyte
Allium,schoenoprasum,,,Geophyte
Allium,schoenoprasum,,,Cryptophyte
Allium,schoenoprasum,,,Geophyte
Allium,schoenoprasum,,,Geophyte
Allium,schoenoprasum,,,Geophyte
Allium,schoenoprasum,,,Geophyte
Allium,scorodoprasum,scorodoprasum,,Geophyte
Allium,scorodoprasum,,,Geophyte
Allium,scorodoprasum,,,Cryptophyte
Allium,scorodoprasum,,,Geophyte
Allium,scorodoprasum,,,Geophyte
Allium,scorodoprasum,,,Geophyte
Allium,scorodoprasum,,,Geophyte
Allium,scorodoprasum,,,Geophyte
Allium,sphaerocephalon,,,Geophyte
Allium,sphaerocephalon,,,Cryptophyte
Allium,sphaerocephalon,,,Geophyte
Allium,sphaerocephalon,,,Geophyte
Allium,sphaerocephalon,,,Geophyte
Allium,sphaerocephalon,,,Geophyte
Allium,sphaerocephalon,,,Geophyte
Allium,strictum,,,Cryptophyte
Allium,suaveolens,,,Geophyte
Allium,suaveolens,,,Cryptophyte
Allium,suaveolens,,,Geophyte
Allium,triquetrum,,,Geophyte
Allium,triquetrum,,,Geophyte
Allium,triquetrum,,,Geophyte
Allium,triquetrum,,,Geophyte
Allium,tuberosum,,,Geophyte
Allium,ursinum,,,Geophyte
Allium,ursinum,,,Cryptophyte
Allium,ursinum,,,Geophyte
Allium,ursinum,,,Geophyte
Allium,ursinum,,,Geophyte
Allium,ursinum,,,Geophyte
Allium,victorialis,,,Geophyte
Allium,victorialis,,,Cryptophyte
Allium,victorialis,,,Geophyte
Allium,vineale,,,Geophyte
Allium,vineale,,,Cryptophyte
Allium,vineale,,,Geophyte
Allium,vineale,,,Geophyte
Allium,vineale,,,Geophyte
Allium,vineale,,,Geophyte
Allium,vineale,,,Geophyte
Allophylus,africanus,,,Phanerophyte
Allophylus,chaunostachys,,,Phanerophyte
Allophylus,ferrugineus,,,Chamaephyte
Allophylus,ferrugineus,,,Phanerophyte
Allophylus,spicatus,,,Phanerophyte
Allosorus,guanchicus,,,Hemicryptophyte
Allosorus,hispanicus,,,Hemicryptophyte
Alnus,alnobetula,,,Phanerophyte
Alnus,cordata,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,glutinosa,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,incana,,,Phanerophyte
Alnus,rhombifolia,,,Phanerophyte
Alnus,viridis,,,Phanerophyte
Alnus,viridis,,,Phanerophyte
Aloe,africana,,,Phanerophyte
Aloe,arborescens,,,Phanerophyte
Aloe,argenticauda,,,Hemicryptophyte
Aloe,asperifolia,,,Hemicryptophyte
Aloe,barendii,,,Geophyte
Aloe,boylei,,,Hemicryptophyte
Aloe,brevifolia,,,Hemicryptophyte
Aloe,buettneri,,,Chamaephyte
Aloe,bulbicaulis,,,Hemicryptophyte
Aloe,cameronii,,,Chamaephyte
Aloe,cameronii,,,Phanerophyte
Aloe,christianii,,,Hemicryptophyte
Aloe,ciliaris,,,Hemicryptophyte
Aloe,congolensis,,,Hemicryptophyte
Aloe,crassipes,,,Hemicryptophyte
Aloe,debrana,,,Hemicryptophyte
Aloe,dichotoma,,,Phanerophyte
Aloe,duckeri,,,Chamaephyte
Aloe,ecklonis,,,Hemicryptophyte
Aloe,elegans,,,Chamaephyte
Aloe,ferox,,,Phanerophyte
Aloe,gariepensis,,,Chamaephyte
Aloe,hereroensis,,,Hemicryptophyte
Aloe,komatiensis,,,Chamaephyte
Aloe,komatiensis,,,Hemicryptophyte
Aloe,littoralis,,,Phanerophyte
Aloe,macrocarpa,,,Chamaephyte
Aloe,maculata,,,Hemicryptophyte
Aloe,marlothii,,,Phanerophyte
Aloe,mawii,,,Phanerophyte
Aloe,melanacantha,,,Hemicryptophyte
Aloe,myriacantha,,,Chamaephyte
Aloe,mzimbana,,,Chamaephyte
Aloe,ngongensis,,,Chamaephyte
Aloe,ngongensis,,,Phanerophyte
Aloe,nuttii,,,Chamaephyte
Aloe,peglerae,,,Chamaephyte
Aloe,pembana,,,Hemicryptophyte
Aloe,perfoliata,,,Hemicryptophyte
Aloe,plicatilis,,,Phanerophyte
Aloe,pluridens,,,Phanerophyte
Aloe,powysiorum,,,Chamaephyte
Aloe,powysiorum,,,Hemicryptophyte
Aloe,pruinosa,,,Chamaephyte
Aloe,schweinfurthii,,,Chamaephyte
Aloe,secundiflora,,,Chamaephyte
Aloe,striata,,,Chamaephyte
Aloe,striata,,,Hemicryptophyte
Aloe,succotrina,,,Phanerophyte
Aloe,vanbalenii,,,Phanerophyte
Aloe,variegata,,,Hemicryptophyte
Aloe,vera,,,Chamaephyte
Aloe,zebrina,,,Hemicryptophyte
Aloiampelos,ciliaris,,,Hemicryptophyte
Aloidendron,dichotomum,,,Phanerophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,aequalis,,,Therophyte
Alopecurus,aequalis,,,Therophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,aequalis,,,Therophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,aequalis,,,Therophyte
Alopecurus,aequalis,,,Therophyte
Alopecurus,aequalis,,,Hemicryptophyte
Alopecurus,alpinus,,,Hemicryptophyte
Alopecurus,arundinaceus,,,Cryptophyte
Alopecurus,borealis,,,Hemicryptophyte
Alopecurus,bulbosus,,,Hemicryptophyte
Alopecurus,bulbosus,,,Cryptophyte
Alopecurus,bulbosus,,,Hemicryptophyte
Alopecurus,bulbosus,,,Hemicryptophyte
Alopecurus,bulbosus,,,Hemicryptophyte
Alopecurus,bulbosus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,geniculatus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,magellanicus,,,Hemicryptophyte
Alopecurus,myosuroides,,,Therophyte
Alopecurus,myosuroides,,,Hemicryptophyte
Alopecurus,myosuroides,,,Therophyte
Alopecurus,myosuroides,,,Therophyte
Alopecurus,myosuroides,,,Therophyte
Alopecurus,myosuroides,,,Therophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,pratensis,,,Cryptophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,pratensis,,,Hemicryptophyte
Alopecurus,rendlei,,,Hemicryptophyte
Alopecurus,rendlei,,,Therophyte
Alopecurus,utriculatus,,,Therophyte
Aloysia,citriodora,,,Phanerophyte
Alphitonia,excelsa,,,Phanerophyte
Alpinia,zerumbet,,,Geophyte
Alpinia,zerumbet,,,Hemicryptophyte
Alsophila,capensis,,,Phanerophyte
Alstonia,boonei,,,Phanerophyte
Alstonia,congensis,,,Phanerophyte
Alternanthera,denticulata,,,Therophyte
Alternanthera,nodiflora,,,Geophyte
Althaea,cannabina,,,Hemicryptophyte
Althaea,cannabina,,,Hemicryptophyte
Althaea,hirsuta,,,Hemicryptophyte
Althaea,hirsuta,,,Therophyte
Althaea,hirsuta,,,Therophyte
Althaea,hirsuta,,,Therophyte
Althaea,hirsuta,,,Therophyte
Althaea,hirsuta,,,Therophyte
Althaea,officinalis,,,Hemicryptophyte
Althaea,officinalis,,,Cryptophyte
Althaea,officinalis,,,Hemicryptophyte
Althaea,officinalis,,,Hemicryptophyte
Althaea,officinalis,,,Hemicryptophyte
Althaea,officinalis,,,Hemicryptophyte
Alysicarpus,glumaceus,,,Therophyte
Alysicarpus,rugosus,,,Therophyte
Alysicarpus,zeyheri,,,Hemicryptophyte
