genus,species,subspecies,variant,nfix
Populus,nigra,,,no
Prosopis,nigra,,,yes
Sambucus,nigra,,,no
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Oxytropis,nigrescens,,,yes
Acacia,nigrescens,,,yes
Acacia,nigrescens,,,yes
Trifolium,nigrescens,,,yes
Acacia,nigrescens,,,yes
Oxytropis,nigrescens,,,yes
Acacia,nigrescens,,,yes
Trifolium,nigrescens,,,yes
Acacia,nigricans,,,yes
Cytisus,nigricans,,,yes
Kennedia,nigricans,,,yes
Lens,nigricans,,,yes
Mucuna,nigricans,,,yes
Hedyotis,nigricans,,,yes
Ervum,nigricans,,,yes
Mimosa,nigricans,,,yes
Cytisus,nigricans,,,yes
Schoenus,nigricans,,,no
Vicia,nigricans,,,yes
Agrostis,nigritella,,,no
Agrostis,nigritella,,,no
Indigofera,nigromontana,,,yes
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Ribes,nigrum,,,no
Ribes,nigrum,,,no
Empetrum,nigrum,,,no
Ribes,nigrum,,,no
Ribes,nigrum,,,no
Empetrum,nigrum,,,no
Ribes,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Ribes,nigrum,,,no
Empetrum,nigrum,,,no
Ribes,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,no
Empetrum,nigrum,,,yes
Ribes,nigrum,,,yes
Amerimnon,nigrum,,,yes
Empetrum,nigrum,,,no
Piper,nigrum,,,no
Ribes,nigrum,,,no
Verbascum,nigrum,,,no
Lespedeza,nikkoensis,,,yes
Pharbitis,nil,,,no
Ipomoea,nil,,,yes
Michelia,nilagirica,,,no
Michelia,nilagirica,,,no
Magnolia,nilagirica,,,yes
Acacia,nilotica,,,yes
Acacia,nilotica,,,yes
Acacia,nilotica,,,yes
Acacia,nilotica,,,yes
Aeschynomene,nilotica,,,yes
Vachellia,nilotica,,,yes
Acacia,nilotica,,,yes
Albizia,niopoides,,,yes
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Eucalyptus,niphophila,,,no
Vicia,nipponica,,,yes
Lespedeza,nipponica,,,yes
Phyllanthus,niruri,,,no
Lathyrus,nissolia,,,yes
Pterogyne,nitens,,,yes
Pterogyne,nitens,,,yes
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Sporobolus,nitens,,,no
Verticordia,nitens,,,no
Verticordia,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Eucalyptus,nitens,,,no
Acosmium,nitens,,,yes
Tephrosia,nitens,,,yes
Crotalaria,nitens,,,yes
Rhynchosia,nitens,,,yes
Verticordia,nitens,,,yes
Pterogyne,nitens,,,yes
Sporobolus,nitens,,,yes
Eucalyptus,nitens,,,yes
Alexgeorgea,nitens,,,no
Pterogyne,nitens,,,no
Xylopia,nitida,,,no
Parkia,nitida,,,yes
Parkia,nitida,,,yes
Parkia,nitida,,,yes
Hakea,nitida,,,no
Hakea,nitida,,,no
Nothofagus,nitida,,,no
Protea,nitida,,,no
Protea,nitida,,,no
Nothofagus,nitida,,,no
Protea,nitida,,,no
Protea,nitida,,,no
Protea,nitida,,,no
Protea,nitida,,,no
Hakea,nitida,,,no
Nothofagus,nitida,,,yes
Nothofagus,nitida,,,yes
Alnus,nitida,,,yes
Parkia,nitida,,,yes
Bowdichia,nitida,,,yes
Clathrotropis,nitida,,,yes
Andira,nitida,,,yes
Ormosia,nitida,,,yes
Nothofagus,nitida,,,yes
Protea,nitida,,,yes
Hevea,nitida,,,yes
Xylopia,nitida,,,yes
Senna,nitida,,,yes
Millettia,nitida,,,yes
Newtonia,nitida,,,yes
Baphia,nitida,,,yes
Picralima,nitida,,,no
Xylopia,nitida,,,no
Protium,nitidifolium,,,no
Protium,nitidifolium,,,yes
Dalbergia,nitidula,,,yes
Hymenolobium,nitidum,,,yes
Lonchocarpus,nitidus,,,yes
Culcitium,nivale,,,no
Senecio,nivale,,,no
Senecio,nivale,,,no
Podocarpus,nivalis,,,no
Ranunculus,nivalis,,,no
Ranunculus,nivalis,,,no
Podocarpus,nivalis,,,no
Senecio,nivalis,,,yes
Ranunculus,nivalis,,,yes
Galanthus,nivalis,,,no
Gentiana,nivalis,,,no
Sagina,nivalis,,,no
Oryza,nivara,,,no
Oryza,nivara,,,yes
Dunbaria,nivea,,,yes
Aspalathus,nivea,,,yes
Luzula,nivea,,,no
Potentilla,nivea,,,no
Stizolobium,niveum,,,yes
Indigastrum,niveum,,,yes
Laurus,nobilis,,,no
Laurus,nobilis,,,no
Teclea,nobilis,,,no
Laurus,nobilis,,,no
Teclea,nobilis,,,no
Inga,nobilis,,,yes
Ormosia,nobilis,,,yes
Leptoderris,nobilis,,,yes
Laurus,nobilis,,,yes
Teclea,nobilis,,,yes
Achillea,nobilis,,,no
Clivia,nobilis,,,no
Hepatica,nobilis,,,no
Inga,nobilis,,,yes
Laurus,nobilis,,,no
Wollemia,nobilis,,,no
Tephrosia,noctiflora,,,yes
Silene,noctiflora,,,no
Cestrum,nocturnum,,,no
Cestrum,nocturnum,,,yes
Phyla,nodiflora,,,no
Synedrella,nodiflora,,,no
Gymnostoma,nodiflorum,,,yes
Cordia,nodosa,,,no
Melaleuca,nodosa,,,no
Scrophularia,nodosa,,,no
Cordia,nodosa,,,yes
Scrophularia,nodosa,,,yes
Cordia,nodosa,,,no
Ficinia,nodosa,,,no
Scrophularia,nodosa,,,no
Myrtoleucodendron,nodosum,,,yes
Juncus,nodosus,,,no
Aeschynomene,nodulosa,,,yes
Damapana,nodulosa,,,yes
Medicago,noeana,,,yes
Trigonella,noeana,,,yes
Impatiens,noli-tangere,,,no
Impatiens,noli-tangere,,,no
Impatiens,noli-tangere,,,yes
Chamaecrista,nomame,,,yes
Lupinus,nootkatensis,,,yes
Lupinus,nootkatensis,,,yes
Abies,nordmanniana,,,no
Gnaphalium,norvegicum,,,no
Acacia,notabilis,,,yes
Paspalum,notatum,,,no
Astragalus,nothoxys,,,yes
Crotalaria,notonii,,,yes
Inga,nouragensis,,,yes
Montigena,novae,,,yes
Swainsona,novae,,,yes
Symphyotrichum,novae-angliae,,,yes
Aster,novaeanglieae,,,no
Aster,novaeanglieae,,,no
Crotalaria,novae-hollandiae,,,yes
Crotalaria,novae-hollandiae,,,yes
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Festuca,novae-zelandiae,,,no
Vernonia,noveboracensis,,,no
Mucuna,novo-guineensis,,,yes
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,no
Guapira,noxia,,,yes
Acacia,nubica,,,yes
Plantago,nubigena,,,no
Podocarpus,nubigena,,,no
Werneria,nubigena,,,no
Werneria,nubigena,,,no
Plantago,nubigena,,,no
Werneria,nubigena,,,no
Podocarpus,nubigena,,,no
Podocarpus,nubigena,,,no
Podocarpus,nubigena,,,yes
Podocarpus,nubigena,,,yes
Werneria,nubigena,,,yes
Cocos,nucifera,,,no
Inga,nuda,,,yes
Mimosa,nuda,,,yes
Vigna,nuda,,,yes
Avena,nuda,,,no
Aralia,nudicaulis,,,no
Teesdalia,nudicaulis,,,no
Aralia,nudicaulis,,,yes
Teesdalia,nudicaulis,,,yes
Parrya,nudicaulis,,,no
Daviesia,nudiflora,,,yes
Tetrameles,nudiflora,,,no
Desmodium,nudiflorum,,,yes
Psilotum,nudum,,,no
Genista,numidica,,,yes
Abies,numidica,,,no
Lathyrus,numidicus,,,yes
Myrsine,nummularia,,,no
Myrsine,nummularia,,,no
Rapanea,nummularia,,,yes
Lobelia,nummularia,,,no
Lysimachia,nummularia,,,no
Indigofera,nummulariifolia,,,yes
Gentianella,nummulariifolia,,,yes
Olearia,nummulariifolia,,,yes
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,no
Helianthemum,nummularium,,,yes
Helianthemum,nummularium,,,no
Alysicarpus,nummularius,,,yes
Gentianella,numularifolia,,,no
Olearia,numularifolia,,,no
Gentianella,numularifolia,,,no
Olearia,numularifolia,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Diospyros,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Sorghastrum,nutans,,,no
Diospyros,nutans,,,no
Sorghastrum,nutans,,,no
Eriosema,nutans,,,yes
Sorghastrum,nutans,,,yes
Diospyros,nutans,,,yes
Chamaesyce,nutans,,,yes
Carduus,nutans,,,yes
Melica,nutans,,,yes
Cailliea,nutans,,,yes
Carduus,nutans,,,no
Dracocephalum,nutans,,,no
Melica,nutans,,,no
Silene,nutans,,,no
Sorghastrum,nutans,,,no
Hampea,nutricia,,,no
Hampea,nutricia,,,no
Hampea,nutricia,,,yes
Sophora,nuttalliana,,,yes
Astragalus,nuttallianus,,,yes
Lotus,nuttallianus,,,yes
Astragalus,nuttallii,,,yes
Schrankia,nuttallii,,,yes
mimosa,nuttallii,,,yes
Strychnos,nuxvomica,,,no
Strychnos,nuxvomica,,,no
Strychnos,nux-vomica,,,yes
Dalbergiella,nyasae,,,yes
Khaya,nyasica,,,no
Rhynchosia,nyasica,,,yes
Khaya,nyasica,,,yes
Aeschynomene,nyassana,,,yes
Machaerium,nyctitans,,,yes
Aeschynomene,nyikensis,,,yes
Chenopodium,oahuense,,,no
Chenopodium,oahuense,,,no
Chenopodium,oahuense,,,yes
Randia,obchordata,,,no
Randia,obchordata,,,no
Primula,obconica,,,no
Christia,obcordata,,,yes
Wiborgia,obcordata,,,yes
Randia,obcordata,,,yes
Jacksonago,obcordata,,,yes
Melolobium,obcordatum,,,yes
Adenium,obesum,,,no
Inga,obidensis,,,yes
Inga,obidensis,,,yes
Swartzia,oblanceolata,,,yes
Orthion,oblanceolatum,,,no
Orthion,oblanceolatum,,,no
Orthion,oblanceolatum,,,yes
Eucalyptus,obliqua,,,no
Eucalyptus,obliqua,,,no
Eucalyptus,obliqua,,,no
Acacia,obliqua,,,yes
Piptadenia,obliqua,,,yes
Eucalyptus,obliqua,,,yes
Hakea,obliqua,,,yes
Nothofagus,obliqua,,,yes
Lomandra,obliqua,,,yes
Pityrocarpa,obliqua,,,yes
Acacia,obliquinervea,,,yes
Ptaeroxylon,obliquum,,,no
Ptaeroxylon,obliquum,,,no
Ptaeroxylon,obliquum,,,yes
Crudia,oblonga,,,yes
Cydonia,oblonga,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,no
Pelargonium,oblongatum,,,yes
Pelargonium,oblongatum,,,no
Licania,oblongifolia,,,no
Licania,oblongifolia,,,no
Banksia,oblongifolia,,,no
Breynia,oblongifolia,,,no
Indigofera,oblongifolia,,,yes
Ophrestia,oblongifolia,,,yes
Vigna,oblongifolia,,,yes
Licania,oblongifolia,,,yes
Banksia,oblongifolia,,,yes
Breynia,oblongifolia,,,yes
Sarcolaena,oblongifolia,,,no
symphyotrichum,oblongifolium,,,yes
Aster,oblongifolius,,,no
Aster,oblongifolius,,,no
Lotus,oblongifolius,,,yes
Phaseolus,oblongus,,,yes
Buchanania,obovata,,,no
Buchanania,obovata,,,no
Magnolia,obovata,,,no
Magnolia,obovata,,,no
Mimusops,obovata,,,no
Neea,obovata,,,no
Magnolia,obovata,,,no
Mimusops,obovata,,,no
Buchanania,obovata,,,no
Neea,obovata,,,no
Buchanania,obovata,,,no
Buchanania,obovata,,,no
Neea,obovata,,,no
Neea,obovata,,,no
Dalbergia,obovata,,,yes
Eutaxia,obovata,,,yes
Tephrosia,obovata,,,yes
Mimusops,obovata,,,yes
Buchanania,obovata,,,yes
Neea,obovata,,,yes
Baphia,obovata,,,yes
Machaerium,obovatum,,,yes
Becium,obovatum,,,no
Gastrolobium,obovatum,,,yes
Machaerium,obovatum,,,yes
Becium,obovatum,,,yes
Elaeocarpus,obovatus,,,no
Elaeocarpus,obovatus,,,yes
Ptilotus,obovatus,,,no
Acacia,obscura,,,yes
Crotalaria,obscura,,,yes
Medicago,obscura,,,yes
Pulmonaria,obscura,,,no
Hedysarum,obscurum,,,yes
Trifolium,obscurum,,,yes
Epilobium,obscurum,,,no
Cymbopogon,obtectus,,,no
Cymbopogon,obtectus,,,yes
Chamaescyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Eriachne,obtusa,,,no
Eriachne,obtusa,,,no
Stipagrostis,obtusa,,,no
Hakea,obtusa,,,no
Hakea,obtusa,,,no
Hakea,obtusa,,,no
Cecropia,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Chamaecyparis,obtusa,,,no
Cecropia,obtusa,,,yes
Hakea,obtusa,,,yes
Eriachne,obtusa,,,yes
Stipagrostis,obtusa,,,yes
Hopia,obtusa,,,yes
Chamaecyparis,obtusa,,,no
Plumeria,obtusa,,,no
Stipagrostis,obtusa,,,no
Tapirira,obtusa,,,no
Schlumbergera,obtusangula,,,no
Schlumbergera,obtusangula,,,yes
Tetrapleura,obtusangula,,,yes
Platylobium,obtusangulum,,,yes
Platylobium,obtusangulum,,,yes
Carex,obtusata,,,no
Sphenopholis,obtusata,,,no
Rumex,obtusififolius,,,no
Rumex,obtusififolius,,,no
Cecropia,obtusifolia,,,no
Ficus,obtusifolia,,,no
Senna,obtusifolia,,,no
Ziziphus,obtusifolia,,,no
Ficus,obtusifolia,,,no
Cecropia,obtusifolia,,,no
Cecropia,obtusifolia,,,no
Ziziphus,obtusifolia,,,no
Ficus,obtusifolia,,,no
Ficus,obtusifolia,,,no
Dalbergia,obtusifolia,,,yes
Cecropia,obtusifolia,,,yes
Ziziphus,obtusifolia,,,yes
Ficus,obtusifolia,,,yes
Senna,obtusifolia,,,yes
Acacia,obtusifolia,,,yes
Androsace,obtusifolia,,,no
Cullen,obtusifolium,,,yes
Sideroxylon,obtusifolium,,,yes
Ligustrum,obtusifolium,,,no
Rumex,obtusifolius,,,no
Oreopanax,obtusifolius,,,no
Rumex,obtusifolius,,,no
Rumex,obtusifolius,,,no
Rumex,obtusifolius,,,no
Oreopanax,obtusifolius,,,no
Rumex,obtusifolius,,,yes
Rumex,obtusifolius,,,no
Panicum,obtusum,,,no
Artocarpus,obtusus,,,yes
Pultenaea,obvata,,,yes
Anacardium,occidentale,,,no
Anacardium,occidentale,,,no
Anacardium,occidentale,,,no
Hedysarum,occidentale,,,yes
Anacardium,occidentale,,,yes
Anacardium,occidentale,,,no
Celtis,occidentales,,,no
Celtis,occidentales,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Cassia,occidentalis,,,yes
Dirca,occidentalis,,,no
Celtis,occidentalis,,,no
Dirca,occidentalis,,,no
Dirca,occidentalis,,,no
Faramea,occidentalis,,,no
Larix,occidentalis,,,no
Patersonia,occidentalis,,,no
Platanus,occidentalis,,,no
Thuja,occidentalis,,,no
Turpinia,occidentalis,,,no
Turpinia,occidentalis,,,no
Albizia,occidentalis,,,no
Thuja,occidentalis,,,no
Dirca,occidentalis,,,no
Faramea,occidentalis,,,no
Turpinia,occidentalis,,,no
Faramea,occidentalis,,,no
Celtis,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Patersonia,occidentalis,,,no
Platanus,occidentalis,,,no
Platanus,occidentalis,,,no
Celtis,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Larix,occidentalis,,,no
Platanus,occidentalis,,,no
Platanus,occidentalis,,,no
Platanus,occidentalis,,,no
Senna,occidentalis,,,yes
Albizia,occidentalis,,,yes
Mimosa,occidentalis,,,yes
Swainsona,occidentalis,,,yes
Dirca,occidentalis,,,yes
Faramea,occidentalis,,,yes
Staphylea,occidentalis,,,yes
Celtis,occidentalis,,,yes
Platanus,occidentalis,,,yes
Betula,occidentalis,,,no
Cephalanthus,occidentalis,,,no
Juniperus,occidentalis,,,no
Larix,occidentalis,,,no
Pinus,occidentalis,,,no
Thuja,occidentalis,,,no
Thuja,occidentralis,,,no
Thuja,occidentralis,,,no
Trigonella,occulta,,,yes
Tabebuia,ochracea,,,no
Tabebuia,ochracea,,,no
Tabebuia,ochracea,,,no
Tabebuia,ochracea,,,no
Comprosma,ochracea,,,no
Coprosma,ochracea,,,no
Coprosma,ochracea,,,no
Coprosma,ochracea,,,no
Coprosma,ochracea,,,yes
Tabebuia,ochracea,,,yes
Tabebuia,ochracea,,,no
Lathyrus,ochraceus,,,yes
Pultenaea,ochreata,,,yes
Quararibea,ochrocalyx,,,no
Matisia,ochrocalyx,,,yes
Crotalaria,ochroleuca,,,yes
Vicia,ochroleuca,,,yes
Scabiosa,ochroleuca,,,no
Trifolium,ochroleucum,,,yes
Leontopodium,ochroleucum,,,no
Lathyrus,ochroleucus,,,yes
Lathyrus,ochrus,,,yes
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,yes
Dryas,octopetala,,,no
Dryas,octopetala,,,yes
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,no
Dryas,octopetala,,,yes
Dryas,octopetala,,,yes
Dryas,octopetala,,,yes
Ludwigia,octovalvis,,,no
Ludwigia,octovalvis,,,yes
Eschweilera,odora,,,no
Eschweilera,odora,,,no
Eschweilera,odora,,,no
Hebe,odora,,,no
Hebe,odora,,,no
Hebe,odora,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dypterix,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Dipteryx,odorata,,,yes
Psydrax,odorata,,,no
Pluchea,odorata,,,yes
Chromolaena,odorata,,,no
Cedrela,odorata,,,no
Dipteryx,odorata,,,yes
Carmichaelia,odorata,,,yes
Psydrax,odorata,,,yes
Chromolaena,odorata,,,yes
Apostasia,odorata,,,no
Chromolaena,odorata,,,no
Dipteryx,odorata,,,no
Myrrhis,odorata,,,no
Viola,odorata,,,no
Jasminum,odoratisimum,,,no
Jasminum,odoratisimum,,,no
Capparis,odoratissima,,,no
Capparis,odoratissima,,,no
Capparis,odoratissima,,,no
Albizia,odoratissima,,,yes
Quadrella,odoratissima,,,yes
Gymnadenia,odoratissima,,,no
Jasminum,odoratissimum,,,yes
Sclerolobium,odoratissimum,,,yes
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,no
Anthoxanthum,odoratum,,,yes
Polygonatum,odoratum,,,yes
Anthoxanthum,odoratum,,,no
Galium,odoratum,,,no
Polygonatum,odoratum,,,no
Astragalus,odoratus,,,yes
Lathyrus,odoratus,,,yes
Lathyrus,odoratus,,,yes
Dalbergia,odorifera,,,yes
Pedicularis,oederi,,,no
Helianthemum,oelandicum,,,no
Acacia,oerfota,,,yes
Inga,oerstediana,,,yes
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Polygonatum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Polygonatum,officinale,,,no
Taraxacum,officinale,,,no
Taraxacum,officinale,,,no
Zingiber,officinale,,,yes
Cynoglossum,officinale,,,no
Levisticum,officinale,,,no
Lithospermum,officinale,,,no
Nasturtium,officinale,,,no
Sisymbrium,officinale,,,no
Pterocarpus,officinalis,,,yes
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Rosmarinus,officinalis,,,no
Betonica,officinalis,,,no
Fumaria,officinalis,,,no
Rosmarinus,officinalis,,,no
Sanguisorba,officinalis,,,no
Stachys,officinalis,,,no
Melilotus,officinalis,,,yes
Pulmonaria,officinalis,,,no
Veronica,officinalis,,,no
Stachys,officinalis,,,no
Fumaria,officinalis,,,no
Stachys,officinalis,,,no
Sanguisorba,officinalis,,,no
Rosmarinus,officinalis,,,no
Oryza,officinalis,,,no
Pterocarpus,officinalis,,,yes
Galega,officinalis,,,yes
Melilotus,officinalis,,,yes
Ononis,officinalis,,,yes
Bistorta,officinalis,,,yes
Betonica,officinalis,,,yes
Fumaria,officinalis,,,yes
Sanguisorba,officinalis,,,yes
Rosmarinus,officinalis,,,yes
Oryza,officinalis,,,yes
Pulmonaria,officinalis,,,yes
Veronica,officinalis,,,yes
Copaifera,officinalis,,,yes
Althaea,officinalis,,,no
Anchusa,officinalis,,,no
Asparagus,officinalis,,,no
Borago,officinalis,,,no
Calendula,officinalis,,,no
Cochlearia,officinalis,,,no
Euphrasia,officinalis,,,no
Gratiola,officinalis,,,no
Hyssopus,officinalis,,,no
Melilotus,officinalis,,,yes
Melissa,officinalis,,,no
Pterocarpus,officinalis,,,yes
Pulmonaria,officinalis,,,no
Rosmarinus,officinalis,,,no
Salvia,officinalis,,,no
Sanguisorba,officinalis,,,no
Saponaria,officinalis,,,no
Stachys,officinalis,,,no
Valeriana,officinalis,,,no
Verbena,officinalis,,,no
Veronica,officinalis,,,no
Pilosella,officinarum,,,no
Pilosella,officinarum,,,no
Saccharum,officinarum,,,no
Saccharum,officinarum,,,no
Pilosella,officinarum,,,yes
Saccharum,officinarum,,,yes
Saccharum,officinarum,,,no
Eucalyptus,oldfieldii,,,no
Hakea,oldfieldii,,,no
Eucalyptus,oldfieldii,,,yes
Hakea,oldfieldii,,,yes
Desmodium,oldhami,,,yes
Hylodesmum,oldhamii,,,yes
Daphniphyllum,oldhamii,,,yes
Lespedeza,oldhamii,,,yes
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,no
Nerium,oleander,,,yes
Nerium,oleander,,,no
Omphalea,oleifera,,,no
Omphalea,oleifera,,,no
Dipteryx,oleifera,,,no
Hakea,oleifolia,,,no
Hakea,oleifolia,,,no
Hakea,oleifolia,,,no
Hakea,oleifolia,,,yes
