genus,species,subspecies,variant,nfix
Kadua,foggiana,,,no
Agrostis,foliata,,,yes
Pultenaea,foliolosa,,,yes
Calliandra,foliolosa,,,yes
Mimosa,foliolosa,,,yes
Plathymenia,foliolosa,,,yes
Pultenaea,foliolosa,,,yes
Saxifraga,foliolosa,,,no
Chloroleucon,foliolosum,,,yes
Adenocarpus,foliolosus,,,yes
Adenocarpus,foliolosus,,,yes
Adenocarpus,foliolosus,,,yes
Cytisus,foliolosus,,,yes
Plathymenia,foliosa,,,no
Poa,foliosa,,,no
Bossiaea,foliosa,,,yes
Indigofera,foliosa,,,yes
Lotononis,foliosa,,,yes
Poa,foliosa,,,yes
Poa,foliosa,,,no
Otholobium,foliosum,,,yes
Chenopodium,foliosum,,,no
Ceanothus,foliosus,,,yes
Erythrina,folkersii,,,yes
Erythrina,folkersii,,,yes
Erythrina,folkersii,,,yes
Montia,fontana,,,no
Leucothoe,fontanesiana,,,no
Cerastium,fontanum,,,no
Cerastium,fontanum,,,no
Cerastium,fontanum,,,yes
Cerastium,fontanum,,,no
Euphorbia,forbesii,,,no
Euphorbia,forbesii,,,no
Euphorbia,forbesii,,,no
Euphorbia,forbesii,,,no
Euphorbia,forbesii,,,no
Euphorbia,forbesii,,,no
Albizia,forbesii,,,yes
Aspalathus,forbesii,,,yes
Tephrosia,forbesii,,,yes
Euphorbia,forbesii,,,yes
Vernicia,fordii,,,no
Bauhinia,forficata,,,yes
Bauhinia,forficata,,,no
Lambertia,formosa,,,no
Lambertia,formosa,,,no
Tocoyena,formosa,,,no
Zapoteca,formosa,,,yes
Dalea,formosa,,,yes
Tocoyena,formosa,,,no
Lambertia,formosa,,,no
Lespedeza,formosa,,,yes
Sesbania,formosa,,,yes
Vavilovia,formosa,,,yes
Tocoyena,formosa,,,yes
Lambertia,formosa,,,yes
Zapoteca,formosa,,,yes
Dalea,formosa,,,yes
Swainsona,formosa,,,yes
Lambertia,formosa,,,no
Alnus,formosana,,,yes
Liquidambar,formosana,,,yes
Chamaecyparis,formosensis,,,no
Lonchocarpus,formosianus,,,yes
Erigeron,formosissimus,,,no
Lotus,formosissimus,,,yes
Erigeron,formosissimus,,,yes
Platylobium,formosum,,,yes
Trifolium,formosum,,,yes
Xanthostemon,formosus,,,no
Clianthus,formosus,,,yes
Lupinus,formosus,,,yes
Xanthostemon,formosus,,,yes
Swainsona,forrestii,,,yes
Syzygium,forte,,,no
Syzygium,forte,,,yes
Bauhinia,forticata,,,yes
Indigofera,fortunei,,,yes
Cephalotaxus,fortunei,,,no
Trachycarpus,fortunei,,,no
Schleinitzia,fosbergii,,,yes
Coelidium,fourcadei,,,yes
Flindersia,fournieri,,,yes
Inocarpus,fragifer,,,yes
Trifolium,fragiferum,,,yes
Trifolium,fragiferum,,,yes
Trifolium,fragiferum,,,yes
Salix,fragilis,,,no
Salix,fragilis,,,no
Salix,fragilis,,,no
Salix,fragilis,,,no
Salix,fragilis,,,no
Miconia,fragilis,,,yes
Salix,fragilis,,,yes
Gaudinia,fragilis,,,no
Salix,fragilis,,,no
Salix,fragilus,,,no
Catostemma,fragrans,,,yes
Cytisus,fragrans,,,yes
Anthonotha,fragrans,,,no
Catostemma,fragrans,,,no
Hebe,franciscana,,,yes
Hakea,francisiana,,,no
Hakea,francisiana,,,no
Hakea,francisiana,,,yes
Rhamnus,frangula,,,yes
Aspalathus,frankenioides,,,yes
Lagarostrobos,franklinii,,,no
Astronium,franxinifolium,,,no
Cochlospermum,fraseri,,,no
Cochlospermum,fraseri,,,no
Magnolia,fraseri,,,no
Cochlospermum,fraseri,,,no
Cochlospermum,fraseri,,,no
Magnolia,fraseri,,,no
Magnolia,fraseri,,,no
Magnolia,fraseri,,,no
Magnolia,fraseri,,,no
Magnolia,fraseri,,,yes
Abies,fraseri,,,no
Allocasuarina,fraseriana,,,yes
Andira,fraxinifolia,,,yes
Astronium,fraxinifolium,,,yes
Astronium,fraxinifolium,,,no
Myodocarpus,fraxinifolius,,,yes
Acrocarpus,fraxinifolius,,,yes
Populus,fremontii,,,no
Populus,fremontii,,,no
Populus,fremontii,,,no
Populus,fremontii,,,no
Populus,fremontii,,,no
Populus,fremontii,,,no
Chenopodium,fremontii,,,no
Populus,fremontii,,,yes
Chenopodium,fremontii,,,yes
Psorothamnus,fremontii,,,yes
Lycium,fremontii,,,no
Ceanothus,fresnensis,,,yes
Ceanothus,fresnensis,,,yes
Euphrasia,frigida,,,no
Euphrasia,frigida,,,no
Potentilla,frigida,,,no
Euphrasia,frigida,,,no
Potentilla,frigida,,,no
Euphrasia,frigida,,,no
Potentilla,frigida,,,yes
Euphrasia,frigida,,,yes
Artemisia,frigida,,,no
Astragalus,frigididus,,,yes
Astragalus,frigidus,,,yes
Astragalus,frigidus,,,yes
Petasites,frigidus,,,no
Astragalus,frigidus,,,yes
Astragalus,frigidus,,,yes
Astragalus,frigidus,,,yes
Petasites,frigidus,,,no
Astragalus,frigidus,,,yes
Petasites,frigidus,,,yes
Astragalus,frigidus,,,yes
Petasites,frigidus,,,no
Machaerium,froesii,,,yes
Andira,frondosa,,,yes
Bidens,frondosa,,,no
Myrocarpus,frondosus,,,yes
Lotus,frondosus,,,yes
Myrocarpus,frondosus,,,no
Aristotelia,fruiticosa,,,no
Aristotelia,fruiticosa,,,no
Echinochloa,frumentacea,,,no
Wisteria,frutescens,,,yes
Caragana,frutescens,,,yes
Dalbergia,frutescens,,,yes
Dalea,frutescens,,,yes
Indigofera,frutescens,,,yes
Lespedeza,frutescens,,,yes
Lessertia,frutescens,,,yes
Sutherlandia,frutescens,,,yes
Vigna,frutescens,,,yes
Wisteria,frutescens,,,yes
Robinia,frutescens,,,yes
Perilla,frutescens,,,no
Caragana,frutex,,,yes
Otholobium,fruticans,,,yes
Jasminum,fruticans,,,no
Teucrium,fruticans,,,no
Veronica,fruticans,,,no
Lotononis,fruticoides,,,yes
Stylosanthes,fruticosa,,,yes
Stylosanthes,fruticosa,,,yes
Pentaphylloides,fruticosa,,,no
Potentilla,fruticosa,,,no
Woodfordia,fruticosa,,,no
Amorpha,fruticosa,,,yes
Woodfordia,fruticosa,,,no
Potentilla,fruticosa,,,no
Potentilla,fruticosa,,,no
Amorpha,fruticosa,,,yes
Lespedeza,fruticosa,,,yes
Ononis,fruticosa,,,yes
Stylosanthes,fruticosa,,,yes
Woodfordia,fruticosa,,,yes
Potentilla,fruticosa,,,yes
Aristotelia,fruticosa,,,yes
Caragana,fruticosa,,,yes
Nissolia,fruticosa,,,yes
Senna,fruticosa,,,yes
Sweetia,fruticosa,,,yes
Amorpha,fruticosa,,,yes
Betula,fruticosa,,,no
Breynia,fruticosa,,,no
Dasiphora,fruticosa,,,no
Declieuxia,fruticosa,,,no
Stylosanthes,fruticosa,,,yes
Combretum,fruticosum,,,no
Combretum,fruticosum,,,no
Corethrodendron,fruticosum,,,yes
Hedysarum,fruticosum,,,yes
Lamprolobium,fruticosum,,,yes
Combretum,fruticosum,,,yes
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,no
Rubus,fruticosus,,,yes
Flemingia,fruticulosa,,,yes
Abrus,fruticulosus,,,yes
Lotus,fruticulosus,,,yes
Trifolium,fucatum,,,yes
Dactylorhiza,fuchsii,,,no
Ophrys,fuciflora,,,no
Senecio,fucsii,,,no
Senecio,fucsii,,,no
Senecio,fucsii,,,no
Inga,fuelleei,,,yes
Artemisia,fukudo,,,no
Artemisia,fukudo,,,yes
Lupinus,fulcratus,,,yes
Vicia,fulgens,,,yes
Aeschynomene,fulgida,,,yes
Carex,fuliginosa,,,no
Dipsacus,fullonum,,,yes
Dipsacus,fullonum,,,no
Arctophila,fulva,,,no
Acacia,fulva,,,yes
Arctophila,fulva,,,yes
Indigofera,fulvopilosa,,,yes
Cupressus,funebris,,,no
Psychotria,furcata,,,no
Psychotria,furcata,,,no
Acacia,furcatispina,,,yes
Oreobolus,furcatus,,,no
Jacksonia,furcellata,,,yes
Duguetia,furfuracea,,,no
Duguetia,furfuracea,,,no
Mimosa,furfuracea,,,yes
Duguetia,furfuracea,,,yes
Panicum,furocarbans,,,yes
Ruprechtia,fusca,,,no
Erythrina,fusca,,,yes
Ruprechtia,fusca,,,yes
Leptochloa,fusca,,,no
Nothofagus,fusca,,,no
Salix,fuscescens,,,no
Salix,fuscescens,,,no
Salix,fuscescens,,,yes
Carex,fuscula,,,yes
Carex,fuscula,,,no
Cyperus,fuscus,,,no
Duroia,fusifera,,,no
Duroia,fusifera,,,yes
Sacoglottis,gabonensis,,,no
Aganope,gabonica,,,yes
Hylodendron,gabunense,,,yes
Cylicodiscus,gabunensis,,,yes
Cylicodiscus,gabunensis,,,no
Indigofera,gairdnerae,,,yes
Myrica,gale,,,yes
Myrica,gale,,,yes
Myrica,gale,,,yes
Myrica,gale,,,yes
Myrica,gale,,,yes
Swainsona,galegifolia,,,yes
Senna,galegifolia,,,yes
Vicia,galegifolia,,,yes
Astragalus,galegiformis,,,yes
Indigofera,galegoides,,,yes
Lamium,galeobdolon,,,no
Scutellaria,galericulata,,,no
Medicago,galilaea,,,yes
Cyclopia,galioides,,,yes
Tamarix,gallica,,,no
Tamarix,gallica,,,no
Tamarix,gallica,,,no
Ulex,gallii,,,yes
Ulex,gallii,,,yes
Ulex,gallii,,,yes
Ulex,gallii,,,yes
Ulex,gallii,,,yes
Ulex,gallii,,,yes
Acacia,galpinii,,,yes
Bauhinia,galpinii,,,yes
Microcharis,galpinii,,,yes
Senegalia,galpinii,,,yes
Vigna,galpinii,,,yes
Astragalus,gambelianus,,,yes
Quercus,gambelii,,,no
Quercus,gambelii,,,no
Quercus,gambelii,,,no
Quercus,gambelii,,,yes
Astragalus,gambellianus,,,yes
Eucalyptus,gamophylla,,,no
Eucalyptus,gamophylla,,,yes
Eucalyptus,gamophylla,,,no
Leucadendron,gandogeri,,,no
Leucadendron,gandogeri,,,no
Leucadendron,gandogeri,,,no
Leucadendron,gandogeri,,,no
Leucadendron,gandogeri,,,yes
Leucadendron,gandogeri,,,no
Desmodium,gangeticum,,,yes
Acacia,garardii,,,yes
Indigofera,garckeana,,,yes
Mimosa,gardneri,,,yes
Senna,gardneri,,,yes
Rhizanthella,gardneri,,,no
Myrsine,gardneriana,,,no
Myrsine,gardneriana,,,no
Myrsine,gardneriana,,,yes
Hedychium,gardnerianum,,,yes
Cenostigma,gardnerianum,,,yes
Senecio,garlandii,,,no
Senecio,garlandii,,,yes
Bactris,gasipaes,,,no
Brosimum,gaudichaudii,,,no
Senna,gaudichaudii,,,yes
Brosimum,gaudichaudii,,,yes
Scaevola,gaudichaudii,,,no
Jatropha,gaumeri,,,no
Acacia,gaumeri,,,yes
Caesalpinia,gaumeri,,,yes
Jatropha,gaumeri,,,no
Jatropha,gaumeri,,,yes
Acacia,gaumeri,,,yes
Chloris,gayana,,,no
Chloris,gayana,,,no
Chloris,gayana,,,yes
Carex,gayana,,,no
Chloris,gayana,,,no
Pittosporum,gayanum,,,no
Andropogon,gayanus,,,no
Andropogon,gayanus,,,yes
Aeschynomene,gazensis,,,yes
Crotalaria,gazensis,,,yes
Vigna,gazensis,,,yes
Craibia,gazensis,,,yes
Agrostis,geminata,,,no
Quercus,geminata,,,no
Quercus,geminata,,,no
Chamaecrista,geminata,,,yes
Quercus,geminata,,,yes
Trigonella,geminiflora,,,yes
Astragalus,geminiflorus,,,yes
Astragalus,geminiflorus,,,yes
Astragalus,geminiflorus,,,yes
Mimosa,gemmulata,,,yes
Aegilops,geniculata,,,no
Aegilops,geniculata,,,no
Aegilops,geniculata,,,no
Aegilops,geniculata,,,yes
Eleocharis,geniculata,,,no
Viscainoa,geniculata,,,no
Alopecurus,geniculatus,,,no
Alopecurus,geniculatus,,,no
Artemisia,genipi,,,no
Artemisia,genipi,,,no
Artemisia,genipi,,,yes
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Oedera,genistifolia,,,no
Acacia,genistifolia,,,yes
Daviesia,genistifolia,,,yes
Oedera,genistifolia,,,yes
Acacia,genistoides,,,yes
Cyclopia,genistoides,,,yes
Stauracanthus,genistoides,,,yes
Sophora,genistoides,,,yes
Veronica,gentianoides,,,no
Macrotyloma,geocarpum,,,yes
Myrtillocactus,geometrizans,,,no
Carex,geophila,,,no
Carex,geophila,,,yes
Maireana,georgei,,,no
Maireana,georgei,,,yes
Acacia,georginae,,,yes
Racosperma,georginae,,,yes
Andropogon,gerardi,,,no
Andropogon,gerardi,,,no
Andropogon,gerardi,,,no
Andropogon,gerardi,,,yes
Indigofera,gerardiana,,,yes
Pinus,gerardiana,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,no
Andropogon,gerardii,,,yes
Medicago,gerardii,,,yes
Andropogon,gerardii,,,no
Juncus,gerardii,,,no
Genista,germanica,,,yes
Filago,germanica,,,yes
Gentianella,germanica,,,no
Iris,germanica,,,no
Myricaria,germanica,,,no
Stachys,germanica,,,no
Dorycnium,germanicum,,,yes
Avicennia,germinans,,,no
Avicennia,germinans,,,yes
Acacia,gerrardi,,,yes
Indigofera,gerrardiana,,,yes
Strychnos,gerrardii,,,no
Teclea,gerrardii,,,no
Strychnos,gerrardii,,,no
Teclea,gerrardii,,,no
Acacia,gerrardii,,,yes
Aspalathus,gerrardii,,,yes
Teclea,gerrardii,,,yes
Acacia,gerrardii,,,yes
Lemna,gibba,,,no
Hakea,gibbosa,,,no
Zornia,gibbosa,,,yes
Hakea,gibbosa,,,yes
Macroptilium,gibbosifolium,,,yes
Lupinus,gibertianus,,,yes
Luzula,gigantea,,,no
Agrostis,gigantea,,,no
Luzula,gigantea,,,no
Mucuna,gigantea,,,yes
Luzula,gigantea,,,yes
Myristica,gigantea,,,yes
Agrostis,gigantea,,,yes
Cercis,gigantea,,,yes
Agrostis,gigantea,,,no
Calotropis,gigantea,,,no
Festuca,gigantea,,,no
Solidago,gigantea,,,no
Protium,giganteum,,,no
Protium,giganteum,,,yes
Sequoiadendron,giganteum,,,no
Parkia,gigantocarpa,,,yes
Hakea,gilbertii,,,no
Hakea,gilbertii,,,no
Hakea,gilbertii,,,yes
Populus,gileadensis,,,yes
Caesalpinia,gilliesii,,,yes
Astragalus,gilviflorus,,,yes
Lysiphyllum,gilvum,,,no
Lysiphyllum,gilvum,,,yes
Panax,ginseng,,,no
Agrostemma,githago,,,no
Acacia,gittinsii,,,yes
Oryza,glabberiana,,,no
Phaseolus,glabellus,,,yes
Monotes,glaber,,,no
Monotes,glaber,,,no
Monotes,glaber,,,no
Monotes,glaber,,,no
Monotes,glaber,,,no
Monotes,glaber,,,no
Monotes,glaber,,,no
Ceanothus,glaber,,,yes
Lotus,glaber,,,yes
Monotes,glaber,,,yes
Lithocarpus,glaber,,,yes
Ficus,glaberrima,,,no
Ziziphus,glaberrima,,,no
Ziziphus,glaberrima,,,no
Dillwynia,glaberrima,,,yes
Ziziphus,glaberrima,,,yes
Ficus,glaberrima,,,yes
Oryza,glaberrima,,,yes
Brachystegia,glaberrima,,,yes
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Dipterocarpus,glabosus,,,no
Naucleopsis,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Eremophila,glabra,,,no
Eremophila,glabra,,,no
Ulmus,glabra,,,no
Ulmus,glabra,,,no
Ulmus,glabra,,,no
Ulmus,glabra,,,no
Carya,glabra,,,no
Eremophila,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Guarea,glabra,,,no
Herniaria,glabra,,,no
Protea,glabra,,,no
Protea,glabra,,,no
Rhus,glabra,,,no
Ulmus,glabra,,,no
Amorpha,glabra,,,yes
Goupia,glabra,,,no
Guarea,glabra,,,no
Guarea,glabra,,,no
Ulmus,glabra,,,no
Carya,glabra,,,no
Rhus,glabra,,,no
Ulmus,glabra,,,no
Herniaria,glabra,,,no
Goupia,glabra,,,no
Eremophila,glabra,,,no
Eremophila,glabra,,,no
Protea,glabra,,,no
Carya,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Carya,glabra,,,no
Aesculus,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Carya,glabra,,,no
Goupia,glabra,,,no
Goupia,glabra,,,no
Elaeagnus,glabra,,,yes
Goupia,glabra,,,yes
Apeiba,glabra,,,yes
Amorpha,glabra,,,yes
Cyclopia,glabra,,,yes
Dioclea,glabra,,,yes
Glycyrrhiza,glabra,,,yes
Lotononis,glabra,,,yes
Oxytropis,glabra,,,yes
Trigonella,glabra,,,yes
Zornia,glabra,,,yes
Guarea,glabra,,,yes
Ulmus,glabra,,,yes
Carya,glabra,,,yes
Rhus,glabra,,,yes
Herniaria,glabra,,,yes
Eremophila,glabra,,,yes
Protea,glabra,,,yes
Naucleopsis,glabra,,,yes
Aesculus,glabra,,,yes
Photinia,glabra,,,yes
Cercis,glabra,,,yes
Pongamia,glabra,,,yes
Vigna,glabra,,,yes
Zollernia,glabra,,,yes
Cruciata,glabra,,,no
Glycyrrhiza,glabra,,,yes
Goupia,glabra,,,no
Hypochaeris,glabra,,,no
Photinia,glabra,,,no
Pinus,glabra,,,no
Turritis,glabra,,,no
Ulmus,glabra,,,no
Urera,glabra,,,no
Cornus,glabrata,,,no
Cornus,glabrata,,,no
Arachis,glabrata,,,yes
Kennedia,glabrata,,,yes
Cornus,glabrata,,,yes
Macrocnemum,glabrescens,,,no
Macrocnemum,glabrescens,,,no
Carmichaelia,glabrescens,,,yes
Vigna,glabrescens,,,yes
Notospartium,glabrescens,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Eperua,glabriflora,,,yes
Atriplex,glabriuscula,,,no
Caryocar,glabrum,,,no
Caryocar,glabrum,,,no
Desmodium,glabrum,,,yes
Caryocar,glabrum,,,yes
Ormocarpum,glabrum,,,yes
Caryocar,glabrum,,,no
Carex,glacialis,,,no
Ranunculus,glacialis,,,no
Ranunculus,glacialis,,,no
Ranunculus,glacialis,,,no
Ranunculus,glacialis,,,no
Ranunculus,glacialis,,,no
Ranunculus,glacialis,,,yes
Carex,glacialis,,,yes
Canavalia,gladiata,,,yes
Trigonella,gladiata,,,yes
Acacia,gladiiformis,,,yes
Couepia,glandiflora,,,no
Sapium,glandulatum,,,no
Sapium,glandulatum,,,no
Impatiens,glandulifera,,,no
Impatiens,glandulifera,,,yes
Acacia,glandulifera,,,yes
Impatiens,glandulifera,,,no
Trifolium,glanduliferum,,,yes
Phyllodoce,glanduliflora,,,no
Betula,glandulosa,,,no
Chamaecrista,glandulosa,,,yes
Prosopis,glandulosa,,,yes
Prosopis,glandulosa,,,yes
Rhamnus,glandulosa,,,no
Rhamnus,glandulosa,,,no
Purshia,glandulosa,,,yes
Prosopis,glandulosa,,,yes
Prosopis,glandulosa,,,yes
Rhamnus,glandulosa,,,no
Betula,glandulosa,,,no
Prosopis,glandulosa,,,no
Prosopis,glandulosa,,,no
Prosopis,glandulosa,,,no
Purshia,glandulosa,,,yes
Chamaecrista,glandulosa,,,yes
Prosopis,glandulosa,,,yes
Indigofera,glandulosa,,,yes
Rhamnus,glandulosa,,,yes
Betula,glandulosa,,,yes
Krameria,glandulosa,,,yes
Betula,glandulosa,,,no
Prosopis,glandulosa,,,yes
Prunus,glandulosa,,,no
Synoum,glandulosum,,,no
Phebalium,glandulosum,,,no
Synoum,glandulosum,,,no
Synoum,glandulosum,,,no
Synoum,glandulosum,,,no
Otholobium,glandulosum,,,yes
Sapium,glandulosum,,,yes
Synoum,glandulosum,,,yes
Phebalium,glandulosum,,,yes
Cullen,glandulosum,,,yes
Sapium,glandulosum,,,no
Synoum,glandulosum,,,no
Carex,glareosa,,,no
Carex,glareosa,,,yes
Cassia,glauca,,,no
Centropodia,glauca,,,no
Centropodia,glauca,,,no
Centropodia,glauca,,,no
Casuarina,glauca,,,yes
Picea,glauca,,,no
Poa,glauca,,,no
Rosa,glauca,,,no
Salix,glauca,,,no
Simarouba,glauca,,,no
Xanthorrhoea,glauca,,,no
Casuarina,glauca,,,yes
Picea,glauca,,,no
Simarouba,glauca,,,no
Rosa,glauca,,,no
Salix,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Poa,glauca,,,no
Salix,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Salix,glauca,,,no
Picea,glauca,,,no
Salix,glauca,,,no
Picea,glauca,,,no
Picea,glauca,,,no
Salix,glauca,,,no
Salix,glauca,,,no
Agoseris,glauca,,,no
Casuarina,glauca,,,yes
Crotalaria,glauca,,,yes
Ormosia,glauca,,,yes
Podalyria,glauca,,,yes
Simarouba,glauca,,,yes
Quercus,glauca,,,yes
Salix,glauca,,,yes
Poa,glauca,,,yes
Centropodia,glauca,,,yes
Xanthorrhoea,glauca,,,yes
Setaria,glauca,,,yes
Agoseris,glauca,,,yes
Cyclobalanopsis,glauca,,,yes
Nicotiana,glauca,,,yes
Acaciella,glauca,,,yes
Bauhinia,glauca,,,yes
Hoffmannseggia,glauca,,,yes
Mimosa,glauca,,,yes
Centropodia,glauca,,,no
Nicotiana,glauca,,,no
Picea,glauca,,,no
Poa,glauca,,,no
Salix,glauca,,,no
Suaeda,glauca,,,no
Dichostemma,glaucens,,,no
Dichostemma,glaucens,,,no
Bomarea,glaucescens,,,no
Strombosia,glaucescens,,,no
Bomarea,glaucescens,,,no
Acacia,glaucescens,,,yes
Dalbergia,glaucescens,,,yes
Indigofera,glaucescens,,,yes
Millettia,glaucescens,,,yes
Bomarea,glaucescens,,,yes
Dichostemma,glaucescens,,,yes
Desbordesia,glaucescens,,,yes
Distylium,glaucescens,,,yes
Strombosia,glaucescens,,,yes
Brachystegia,glaucescens,,,yes
Acacia,glaucocarpa,,,yes
Crotalaria,glaucoides,,,yes
Callitris,glaucophylla,,,no
Andromeda,glaucophylla,,,no
Callitris,glaucophylla,,,no
Callitris,glaucophylla,,,no
Andromeda,glaucophylla,,,no
Andromeda,glaucophylla,,,no
Callitris,glaucophylla,,,no
Callitris,glaucophylla,,,no
Andromeda,glaucophylla,,,no
Andromeda,glaucophylla,,,no
Andromeda,glaucophylla,,,yes
Acacia,glaucoptera,,,yes
Cibotium,glaucum,,,no
Hordeum,glaucum,,,no
Cibotium,glaucum,,,no
Hordeum,glaucum,,,no
Elymus,glaucus,,,no
Elymus,glaucus,,,yes
Senecio,glaucus,,,no
Astragalus,glaux,,,yes
Ateleia,glazioveana,,,yes
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,no
Cecropia,glaziovi,,,yes
Swartzia,glazioviana,,,yes
Oenothera,glazioviana,,,no
Clorisia,glaziovii,,,no
Chorisia,glaziovii,,,yes
Picea,glehnii,,,no
Lotus,glinoides,,,yes
Crotalaria,globifera,,,yes
Julbernardia,globiflora,,,yes
Eucalyptus,globoidea,,,no
Cordia,globosa,,,no
Cordia,globosa,,,no
Cordia,globosa,,,no
Rothmannia,globosa,,,no
Rothmannia,globosa,,,no
Medicago,globosa,,,yes
Rafnia,globosa,,,yes
Rothmannia,globosa,,,yes
Varronia,globosa,,,yes
Gomphrena,globosa,,,no
Trifolium,globosum,,,yes
Dipterocarpus,globosus,,,yes
Carex,globularis,,,no
Julbernardia,globulifera,,,no
Julbernardia,globulifera,,,no
Symphonia,globulifera,,,no
Symphonia,globulifera,,,no
Lotononis,globulosa,,,yes
Medicago,globulosa,,,yes
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucaluptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,no
Eucalyptus,globulus,,,yes
Eucalyptus,globulus,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Passerina,glomerata,,,no
Passerina,glomerata,,,no
Passerina,glomerata,,,no
Passerina,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Campanula,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Medicago,glomerata,,,yes
Campanula,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylis,glomerata,,,no
Dactylus,glomerata,,,no
Dactylus,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Muhlenbergia,glomerata,,,no
Dactylus,glomerata,,,no
Dactylus,glomerata,,,no
Dactylus,glomerata,,,no
Dactylus,glomerata,,,no
Dactylus,glomerata,,,no
