sp_tpl,tpl_authority,order,family,genus,Lifeform,Seed.mass,Precip_Avg,Precip_SD,support,woodiness,nfixing,dormancy,lifeform_baskin,biome,table,rank,duplicated_sp,dormancy_g3,dormancy_g2
Podospermum canum,C.A.Mey.,Asterales,Asteraceae,Podospermum,,NA,673,181.3953488,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Poincianella pyramidalis,(Tul.) L.P.Queiroz,Fabales,Fabaceae,Poincianella,,NA,1057,258.1395349,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Potentilla argentea,L.,Rosales,Rosaceae,Potentilla,,NA,1810,619.7674419,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Potentilla pensylvanica,L.,Rosales,Rosaceae,Potentilla,,NA,819,274.0310078,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Prunella vulgaris,L.,Lamiales,Lamiaceae,Prunella,,NA,2668,1029.844961,F,H,No,PD,forb,temperate grassland,1024,11016,no,PD,PD
Pseudosclerochloa rupestris,(With.) Tzvelev,Poales,Poaceae,Pseudosclerochloa,,NA,1524.5,563.7596899,NA,NA,NA,PD,herb,temperate desert,1029,11434,yes,PD,PD
Psilocaulon dinteri,Schwantes,Caryophyllales,Aizoaceae,Psilocaulon,,NA,215,76.74418605,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Psoralea tenuiflora,Pursh,Fabales,Fabaceae,Psoralea,,NA,666,163.9534884,NA,NA,NA,PY,forb,temperate grassland,1024,11019,no,PY,PY
Pteronia divaricata,(P. Bergius) Less.,Asterales,Asteraceae,Pteronia,,NA,373,125.9689922,F,W,NA,PD,herbaceous perennial,"hot semidesert, desert",931,6042,no,PD,PD
Pteronia empetrifolia,DC.,Asterales,Asteraceae,Pteronia,,NA,287,54.65116279,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia glomerata,L.f.,Asterales,Asteraceae,Pteronia,,NA,564.5,164.1472868,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia incana,(Burm.) DC.,Asterales,Asteraceae,Pteronia,,NA,501.5,175.7751938,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia onobromoides,DC.,Asterales,Asteraceae,Pteronia,,NA,363.5,121.124031,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia ovalifolia,DC.,Asterales,Asteraceae,Pteronia,,NA,498.5,132.751938,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia pallens,L.f.,Asterales,Asteraceae,Pteronia,,NA,582,173.6434109,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Pteronia paniculata,Thunb.,Asterales,Asteraceae,Pteronia,,NA,525.5,179.2635659,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Purshia tridentata,(Pursh) DC.,Rosales,Rosaceae,Purshia,,NA,1009.5,341.6666667,F,W,Yes,PD,shrub,woodland,1039,12144,yes,PD,PD
Quercus coccifera,L.,Fagales,Fagaceae,Quercus,,NA,751,280.2325581,F,W,No,ND,shrub,matorral,1002,7485,no,ND,ND
Rapistrum perenne,(L.) All.,Brassicales,Brassicaceae,Rapistrum,,NA,1370,389.1472868,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Ratibida columnifera,(Nutt.) Wooton & Standl.,Asterales,Asteraceae,Ratibida,,NA,874,300.3875969,F,H,NA,PD,forb,temperate grassland,1024,11026,no,PD,PD
Ratibida pinnata,(Vent.) Barnhart,Asterales,Asteraceae,Ratibida,,NA,1109,303.1007752,F,H,No,PD,forb,temperate grassland,1024,11027,yes,PD,PD
Reseda luteola,L.,Brassicales,Resedaceae,Reseda,,NA,1271,492.6356589,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10560,no,PD,PD
Restio NA,,Poales,Restionaceae,Restio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Rhamnus lycioides,L.,Rosales,Rhamnaceae,Rhamnus,,NA,640,237.2093023,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Rhus trilobata,Nutt.,Sapindales,Anacardiaceae,Rhus,,NA,999,350.7751938,NA,NA,NA,PY+PD,shrub,woodland,1039,12145,yes,PY+PD,PY+PD
Ribes cereum,Douglas,Saxifragales,Grossulariaceae,Ribes,,NA,1214,428.2945736,F,W,NA,MPD,shrub,montane forest,1036,11949,no,MPD,MPD
Roepera morgsana,(L.) Beier & Thulin,Zygophyllales,Zygophyllaceae,Roepera,,NA,407.5,136.2403101,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Rosmarinus officinalis,L.,Lamiales,Lamiaceae,Rosmarinus,,NA,1839,711.627907,NA,NA,NA,PD,shrub,matorral,1002,7521,no,PD,PD
Rudbeckia hirta,L.,Asterales,Asteraceae,Rudbeckia,,NA,1448.5,524.2248062,F,H,No,PD,herb-nonweed,temperate deciduous forest,1018,10252,no,PD,PD
Rumex acetosa,L.,Caryophyllales,Polygonaceae,Rumex,,NA,1982.5,760.2713178,F,H,No,PD,herb-weed,temperate deciduous forest,1019,10563,no,PD,PD
Rumex acetosella,L.,Caryophyllales,Polygonaceae,Rumex,,NA,2833,1093.79845,F,H,No,PD,herb-weed,temperate deciduous forest,1019,10564,no,PD,PD
Rumex thyrsiflorus,Fingerh.,Caryophyllales,Polygonaceae,Rumex,,NA,1447,518.9922481,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Ruschia aggregata,L. Bolus,Caryophyllales,Aizoaceae,Ruschia,,NA,166.5,26.1627907,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Ruschia NA,,Caryophyllales,Aizoaceae,Ruschia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Ruschia rubricaulis,L. Bolus,Caryophyllales,Aizoaceae,Ruschia,,NA,692.5,157.1705426,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Ruschia versicolor,L. Bolus,Caryophyllales,Aizoaceae,Ruschia,,NA,139,25.58139535,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Rytidosperma virescens,(É.Desv.) Nicora,Poales,Poaceae,Rytidosperma,,NA,828,262.4031008,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Salvia africana-caerulea,L.,Lamiales,Lamiaceae,Salvia,,NA,811,237.5968992,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Salvia austriaca,Jacq.,Lamiales,Lamiaceae,Salvia,,NA,838.5,170.3488372,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Salvia columbariae,Benth.,Lamiales,Lamiaceae,Salvia,,NA,763.5,275.7751938,F,H,NA,PD,herbaceous annuals,"hot semidesert, desert",932,6173,no,PD,PD
Salvia nemorosa,L.,Lamiales,Lamiaceae,Salvia,,NA,1409,503.875969,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Salvia pratensis,L.,Lamiales,Lamiaceae,Salvia,,NA,1143.5,343.6046512,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Sanguisorba minor,Scop.,Rosales,Rosaceae,Sanguisorba,,NA,1207,466.6666667,F,H,No,NA,NA,NA,NA,NA,no,PD,PD
Sanguisorba officinalis,L.,Rosales,Rosaceae,Sanguisorba,,NA,1790,622.4806202,NA,NA,NA,PD,herb-nonweed,temperate deciduous forest,1018,10260,yes,PD,PD
Saponaria officinalis,L.,Caryophyllales,Caryophyllaceae,Saponaria,,NA,1381.5,462.2093023,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10569,no,PD,PD
Sarcobatus vermiculatus,(Hook.) Torr.,Caryophyllales,Sarcobataceae,Sarcobatus,,NA,519,175.5813953,F,W,No,PD,shrub,temperate desert,1028,11367,yes,PD,PD
Scabiosa ochroleuca,L.,Dipsacales,Caprifoliaceae,Scabiosa,,NA,812.5,261.8217054,NA,NA,NA,PD,herb-nonweed,temperate deciduous forest,1018,10262,no,PD,PD
Schizachyrium scoparium,(Michx.) Nash,Poales,Poaceae,Schizachyrium,,NA,1062.5,364.9224806,F,H,No,PD,graminoid,temperate grassland,1025,11184,no,PD,PD
Scolochloa festucacea,(Willd.) Link,Poales,Poaceae,Scolochloa,,NA,1358,492.248062,NA,NA,NA,PD,Herbaceous?,Aquatic,1108,13221,no,PD,PD
Securigera varia,(L.) Lassen,Fabales,Fabaceae,Securigera,,NA,1529,581.0077519,NA,NA,NA,PY,herb-weed,temperate deciduous forest,1019,10411,no,PY,PY
Selinum carvifolia,(L.) L.,Apiales,Apiaceae,Selinum,,NA,1068.5,238.5658915,NA,NA,NA,MPD,herb-nonweed,temperate deciduous forest,1018,10269,no,MPD,MPD
Senna artemisioides,Isely,Fabales,Fabaceae,Senna,,NA,700.5,247.4806202,F,W,NA,PY,shrub,matorral,1002,7552,no,PY,PY
Senna glutinosa,(DC.) Randell,Fabales,Fabaceae,Senna,,NA,987,325.5813953,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Setaria macrostachya,Kunth,Poales,Poaceae,Setaria,,NA,1254.5,462.2093023,F,H,NA,PD,graminoid,temperate grassland,1025,11186,no,PD,PD
Silaum silaus,(L.) Schinz & Thell.,Apiales,Apiaceae,Silaum,,NA,903.5,257.1705426,NA,NA,NA,MPD,herb-nonweed,temperate deciduous forest,1018,10275,no,MPD,MPD
Silene dioica,(L.) Clairv.,Caryophyllales,Caryophyllaceae,Silene,,NA,2309,809.6899225,F,H,No,PD,herb,temperate deciduous forest,1017,9973,no,PD,PD
Silene latifolia,Poir.,Caryophyllales,Caryophyllaceae,Silene,,NA,1292.5,412.9844961,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10506,no,PD,PD
Silene viscosa,(L.) Pers.,Caryophyllales,Caryophyllaceae,Silene,,NA,957,328.6821705,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Silene vulgaris,(Moench) Garcke,Caryophyllales,Caryophyllaceae,Silene,,NA,1466.5,497.0930233,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Silphium perfoliatum,L.,Asterales,Asteraceae,Silphium,,NA,932.5,206.0077519,F,H,NA,PD,forb,temperate grassland,1024,11046,no,PD,PD
Solanum orbiculatum,Dunal,Solanales,Solanaceae,Solanum,,NA,499,135.6589147,NA,NA,NA,PD,shrub,matorral,1002,7568,no,PD,PD
Solidago rigida,L.,Asterales,Asteraceae,Solidago,,NA,901.5,240.8914729,F,H,No,PD,forb,temperate grassland,1024,11058,no,PD,PD
Sorghastrum nutans,(L.) Nash,Poales,Poaceae,Sorghastrum,,NA,1151.5,417.248062,F,H,No,PD,graminoid,temperate grassland,1025,11188,no,PD,PD
Spartina pectinata,Bosc ex Link,Poales,Poaceae,Spartina,,NA,852.5,250.1937984,F,H,NA,PD,graminoid,temperate grassland,1025,11195,yes,PD,PD
Sphaeralcea ambigua,A. Gray,Malvales,Malvaceae,Sphaeralcea,,NA,540.5,189.3410853,NA,NA,NA,PY,herbaceous perennial,"hot semidesert, desert",931,6049,no,PY,PY
Sphaeralcea coccinea,(Nutt.) Rydb.,Malvales,Malvaceae,Sphaeralcea,,NA,662.5,212.2093023,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Sphaeralcea grossulariifolia,(Hook. & Arn.) Rydb.,Malvales,Malvaceae,Sphaeralcea,,NA,311.5,80.03875969,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Sphaeralcea munroana,(Douglas ex Lindl.) Spach ex A.Gray,Malvales,Malvaceae,Sphaeralcea,,NA,719,227.9069767,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Sphaeralcea parvifolia,A. Nelson,Malvales,Malvaceae,Sphaeralcea,,NA,323.5,74.6124031,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Sporobolus airoides,(Torr.) Torr.,Poales,Poaceae,Sporobolus,,NA,1573,590.6976744,F,H,NA,PD,herb,temperate desert,1029,11451,no,PD,PD
Sporobolus cryptandrus,(Torr.) A.Gray,Poales,Poaceae,Sporobolus,,NA,892.5,325.3875969,F,H,No,PD,graminoid,temperate grassland,1025,11192,no,PD,PD
Sporobolus NA,,Poales,Poaceae,Sporobolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Stachys officinalis,(L.) Trevis.,Lamiales,Lamiaceae,Stachys,,5,1051.5,386.627907,NA,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Stachys recta,L.,Lamiales,Lamiaceae,Stachys,,NA,1157.5,338.1782946,NA,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Stachys rugosa,Aiton,Lamiales,Lamiaceae,Stachys,,NA,485.5,171.124031,F,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Stipa capillata,L.,Poales,Poaceae,Stipa,,NA,969,358.9147287,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Stipa comata,Trin. & Rupr.,Poales,Poaceae,Stipa,NA,NA,NA,NA,F,H,NA,PD,graminoid,temperate grassland,1025,11197,no,PD,PD
Stipa lemmonii,(Vasey) Scribn.,Poales,Poaceae,Stipa,Graminoid,NA,1282.5,391.2790698,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Stipa tenacissima,L.,Poales,Poaceae,Stipa,,NA,1164.5,450.9689922,F,H,NA,PD,herb,matorral,1004,8277,yes,PD,PD
Stipa thurberiana,Piper,Poales,Poaceae,Stipa,Graminoid,2.85,786,234.496124,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Stipagrostis ciliata,(Desf.) De Winter,Poales,Poaceae,Stipagrostis,,NA,1028,393.7984496,F,NA,NA,PD,herb,matorral,1004,8278,no,PD,PD
Stoeberia beetzii,(Dinter) Dinter & Schwantes,Caryophyllales,Aizoaceae,Stoeberia,,NA,332,115.1162791,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Stylobasium spathulatum,Desf.,Fabales,Surianaceae,Stylobasium,,NA,403,88.75968992,NA,NA,NA,PY,shrub,matorral,1002,7594,yes,PY,PY
Symphyotrichum chilense,(Nees) G.L.Nesom,Asterales,Asteraceae,Symphyotrichum,,NA,1619,609.3023256,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Tanacetum corymbosum,(L.) Sch.Bip.,Asterales,Asteraceae,Tanacetum,,NA,956,318.9922481,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Templetonia retusa,(Vent.) R.Br.,Fabales,Fabaceae,Templetonia,,NA,683,203.4883721,F,NA,Yes,PY,shrub,matorral,1002,7605,no,PY,PY
Tetragonia echinata,Aiton,Caryophyllales,Aizoaceae,Tetragonia,,NA,699.5,242.8294574,F,NA,NA,PD,herbaceous annuals,"hot semidesert, desert",932,6193,no,PD,PD
Tetragonia fruticosa,L.,Caryophyllales,Aizoaceae,Tetragonia,,NA,577.5,201.744186,F,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Teucrium capitatum,L.,Lamiales,Lamiaceae,Teucrium,,NA,853,319.379845,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Thelesperma filifolium,(Hook.) A.Gray,Asterales,Asteraceae,Thelesperma,,NA,841.5,218.7984496,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Themeda triandra,Forssk.,Poales,Poaceae,Themeda,,NA,2409,881.0077519,F,H,No,PD,herbaceous weed,"tropical savannas (dry woodlands, grasslands)",926,5569,yes,PD,PD
Thryptomene baeckeacea,F.Muell.,Myrtales,Myrtaceae,Thryptomene,,NA,431.5,90.11627907,F,W,NA,PD,shrub,matorral,1002,7625,no,PD,PD
Thymus odoratissimus,Mill.,Lamiales,Lamiaceae,Thymus,,NA,582,45.34883721,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Thymus zygis,L.,Lamiales,Lamiaceae,Thymus,,NA,792,294.9612403,F,NA,NA,PD,shrub,matorral,1002,7638,no,PD,PD
Trachyandra muricata,(L.f.) Kunth,Asparagales,Asphodelaceae,Trachyandra,,NA,514,183.7209302,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Tradescantia occidentalis,(Britton) Smyth,Commelinales,Commelinaceae,Tradescantia,,NA,737.5,241.2790698,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Tragopogon dubius,Scop.,Asterales,Asteraceae,Tragopogon,,NA,1389.5,505.6202,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Tragopogon pratensis,L.,Asterales,Asteraceae,Tragopogon,,NA,1386,452.3255814,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Tribolium hispidum,(Thunb.) Desv.,Poales,Poaceae,Tribolium,,NA,563,169.379845,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Tribolium uniolae,(L.f.) Renvoize,Poales,Poaceae,Tribolium,NA,NA,NA,NA,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Trichloris crinita,(Lag.) Parodi,Poales,Poaceae,Trichloris,,NA,707,234.8837209,F,H,No,ND,herbaceous perennial,"hot semidesert, desert",931,6057,yes,ND,ND
Trifolium arvense,L.,Fabales,Fabaceae,Trifolium,,NA,2291.5,841.6666667,F,NA,Yes,PY,herb-weed,temperate deciduous forest,1019,10611,yes,PY,PY
Trifolium bifidum,A.Gray,Fabales,Fabaceae,Trifolium,,NA,1385.5,503.2945736,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Trifolium campestre,Schreb.,Fabales,Fabaceae,Trifolium,,NA,1503,544.5736434,F,H,Yes,PY,herb-weed,temperate deciduous forest,1019,10612,no,PY,PY
Trifolium dubium,Sibth.,Fabales,Fabaceae,Trifolium,,NA,2567,894.5736434,F,H,Yes,PY+PD,herb,matorral,1004,8342,no,PY+PD,PY+PD
Trifolium pratense,L.,Fabales,Fabaceae,Trifolium,,NA,2442,943.0232558,F,H,Yes,PY,herb,matorral,1004,8352,yes,PY,PY
Trifolium willdenovii,Spreng.,Fabales,Fabaceae,Trifolium,,NA,1400,509.3023256,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Triodia basedowii,E.Pritz.,Poales,Poaceae,Triodia,,0.9684,738,234.8837209,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Triodia epactia,S.W.L.Jacobs,Poales,Poaceae,Triodia,,NA,687,182.1705426,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Triodia pungens,R.Br.,Poales,Poaceae,Triodia,,1.1412,1085,355.0387597,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Triodia wiseana,C.A.Gardner,Poales,Poaceae,Triodia,,NA,500,109.3023256,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Tripteris oppositifolia,(Aiton) B.Nord.,Asterales,Asteraceae,Tripteris,,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Tripteris sinuata,DC.,Asterales,Asteraceae,Tripteris,,NA,340.5,121.124031,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Ursinia anthemoides,(L.) Poir.,Asterales,Asteraceae,Ursinia,,NA,641,232.5581395,F,NA,NA,PD,herb,matorral,1004,8369,yes,PD,PD
Verbascum densiflorum,Bertol.,Lamiales,Scrophulariaceae,Verbascum,,NA,1281,339.9224806,NA,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Verbascum nigrum,L.,Lamiales,Scrophulariaceae,Verbascum,,NA,1419.5,429.6511628,NA,NA,NA,PD,herb-nonweed,temperate deciduous forest,1018,10308,no,PD,PD
Verbena bracteata,Cav. ex Lag. & Rodr.,Lamiales,Verbenaceae,Verbena,,NA,1389,511.2403101,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Verbena hastata,L.,Lamiales,Verbenaceae,Verbena,,NA,1225.5,402.5193798,NA,NA,NA,PD,forb,temperate grassland,1024,11084,no,PD,PD
Verbena officinalis,L.,Lamiales,Verbenaceae,Verbena,,NA,2450.5,945.5426357,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10623,yes,PD,PD
Verbena stricta,Vent.,Lamiales,Verbenaceae,Verbena,,NA,769.5,180.4263566,NA,NA,NA,PD,forb,temperate grassland,1024,11085,no,PD,PD
Verbesina encelioides,(Cav.) Benth. & Hook.f. ex A.Gray,Asterales,Asteraceae,Verbesina,,NA,1056,404.6511628,F,H,NA,PD,herbaceous weed,"tropical savannas (dry woodlands, grasslands)",926,5586,no,PD,PD
Vicia americana,Willd.,Fabales,Fabaceae,Vicia,,NA,1897,717.0542636,C,H,Yes,NA,NA,NA,NA,NA,no,NA,NA
Vicia villosa,Roth,Fabales,Fabaceae,Vicia,,NA,1473,570.9302326,C,H,Yes,PY,herb,matorral,1004,8388,no,PY,PY
Vulpia microstachys,(Nutt.) Munro,Poales,Poaceae,Vulpia,,NA,1638,598.4496124,F,H,NA,NA,NA,NA,NA,NA,no,PD,PD
Vulpia octoflora,(Walter) Rydb.,Poales,Poaceae,Vulpia,,NA,1254.5,482.751938,F,H,NA,PD,weed,temperate grassland,1027,11243,no,PD,PD
Wachendorfia paniculata,Burm.,Commelinales,Haemodoraceae,Wachendorfia,,NA,726,210.4651163,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Waitzia nitida,(Lindl.) Paul G.Wilson,Asterales,Asteraceae,Waitzia,,NA,592,145.3488372,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Wiborgia mucronata,(L.f.) Druce,Fabales,Fabaceae,Wiborgia,,NA,437,121.7054264,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Yucca glauca,Nutt.,Asparagales,Asparagaceae,Yucca,,NA,723.5,197.0930233,F,H,NA,PD,forb,temperate grassland,1024,11100,no,PD,PD
